name,faculty,group,gpa
Enipis Otyvi,Forensics,214,6.2
Evul Odonybowu,Reverse,215,4.21
Ererago Ocucoqo,Pentest,254,8.26
Osuzomu Ukude,Forensics,259,7.14
Iqozewuhu Ehike,Pentest,233,5.53
Uzatyvap Ypas,Pentest,213,8.52
Iqabege Ovodamasov,Reverse,222,6.45
Ipygutep Ovek,Pentest,252,5.97
Ejelowahod Yxesyxi,Pwn,255,8.68
Yfekuji Eqomir,Cybersec,229,7.3
Amasy Emutebakoq,Teapotting,248,6.52
Iwicade Agozopagak,Teapotting,256,5.62
Yqamas Izepecov,Forensics,212,7.94
Owuby Ynarovur,Reverse,246,9.54
Atyhula Yvotyju,Forensics,242,5.33
Ocekise Ygyz,Cybersec,217,5.79
Ekab Ymivapuq,Reverse,250,5.52
Etyjuh Ihe,Forensics,210,7.75
Yxy Ixat,Pentest,256,6.87
Isojiwiwy Anarelo,Reverse,227,7.34
Ujegelag Exiho,Forensics,221,8.81
Ynajokahih Yrywac,Forensics,207,9.05
Ycotezoca Uho,Forensics,243,5.4
Ysepu Ikisezi,Pwn,223,4.29
Ofofo Utokepetub,Teapotting,225,7.17
Idyhuxy Aha,Teapotting,251,6.99
Ibiqywu Ajyb,Cybersec,200,7.77
Oxu Ufuta,Teapotting,221,8.09
Ygymo Aci,Pwn,255,7.55
Ozofebo Elovipy,Reverse,200,5.06
Ynuvej Ites,Teapotting,228,5.65
Ulyfodahyt Yvoc,Reverse,232,9.91
Amahoc Yzenofuly,Cybersec,205,8.67
Uhet Ecixopopij,Cybersec,210,8.11
Enodo Ixazebup,Teapotting,229,6.11
Ogy Ewubab,Pentest,201,4.23
Azizijeha Ipajuwice,Pentest,223,6.01
Yponiq Ukusihajas,Forensics,227,7.72
Ytosusujaq Odi,Pwn,216,5.82
Ecesova Itory,Cybersec,226,6.56
Uju Ivevap,Teapotting,248,4.48
Isuwelo Onik,Pwn,231,5.78
Ywutex Ovuw,Reverse,257,9.75
Usyvy Etavo,Forensics,210,5.21
Ojoru Owo,Forensics,256,4.31
Icyruwyreb Usezu,Pentest,233,7.47
Asecobimav Upofeb,Cybersec,251,5.37
Yhacotux Iqiheha,Pwn,240,9.84
Epolezulin Anaguhebo,Forensics,225,6.76
Yvucasu Enutehi,Teapotting,231,4.86
Aludakic Alatevit,Reverse,214,8.3
Ytososyty Ite,Pwn,249,7.54
Ufuvenaq Uho,Pwn,234,5.46
Ytyhari Uconaqufyl,Forensics,213,4.82
Eqywuqy Adygipuro,Pwn,221,6.69
Imo Inovaruciv,Reverse,230,6.07
Yqajifaca Axolofoqun,Teapotting,235,4.25
Etifihemej Ybybif,Forensics,216,9.63
Ituwob Ewaruhu,Cybersec,241,4.98
Ijowam Itekini,Teapotting,217,9.8
Iqizynecyx Yjobeb,Teapotting,250,7.33
Idodekas Ejoveje,Teapotting,201,4.76
Ucusifihyf Uruqakexi,Forensics,202,8.59
Ykofavux Yzaj,Pwn,232,8.74
Uxobafevos Ofizywo,Pentest,223,5.84
Egolix Uwobym,Cybersec,223,4.68
Exoxekuj Ubu,Cybersec,212,4.87
Ujeho Ijuguv,Pwn,200,8.65
Udib Ucocehaguv,Teapotting,213,9.67
Ekepyjif Aqov,Teapotting,243,8.19
Ypikyjin Emom,Teapotting,215,8.09
Yrojegu Usy,Cybersec,238,9.52
Uheroby Ecogo,Cybersec,211,9.3
Uginaq Acyqiv,Teapotting,208,7.82
Yxybox Yjetezic,Reverse,241,7.55
Ykotukyhyg Ivecusibad,Reverse,255,8.35
Owake Osa,Reverse,253,9.6
Ohun Eji,Teapotting,242,9.74
Eruciga Ixiq,Cybersec,236,8.75
Ipumoq Ezajef,Teapotting,253,7.29
Agif Uvuha,Reverse,201,9.53
Ajuqa Ysusumubu,Pwn,214,6.01
Yjukyjybir Iky,Pentest,230,9.85
Axawuhop Ydu,Pwn,204,6.71
Ozybedoko Egem,Reverse,258,9.67
Ydyqibic Adyjuk,Pentest,224,7.42
Yfevoheky Oduky,Pwn,235,6.46
Ovat Osuselyho,Pentest,244,8.11
Uji Uca,Cybersec,224,5.9
Iwilesimyg Agisez,Reverse,201,8.86
Egohaqa Iron,Teapotting,207,9.76
Ixo Upalideku,Pentest,215,9.08
Avody Uwagy,Pentest,234,4.83
Yge Axovoqebik,Forensics,247,5.38
Udan Unudatiz,Teapotting,225,6.55
Esazozyru Yterabe,Teapotting,218,9.54
Evav Unopafoc,Reverse,234,7.92
Ojevojawy Emujyjupu,Teapotting,212,6.28
Emy Uvysypex,Reverse,205,8.61
Ico Yryhod,Teapotting,258,5.05
Idazetav Iwyv,Teapotting,255,7.35
Yxu Irajiqed,Reverse,201,7.3
Eruxin Upahojocy,Pwn,252,7.65
Ytujyx Aqeg,Forensics,242,4.66
Azycisi Udagamosop,Pentest,244,7.53
Ijebohoc Usi,Cybersec,215,5.07
Iwev Onuhisedo,Teapotting,246,5.34
Afy Eqo,Reverse,207,6.93
Inijemud Inexyrun,Teapotting,202,7.32
Ydagi Ekugafir,Forensics,204,7.9
Ipopuqyq Ociju,Teapotting,202,4.85
Uzedurajeg Ecaxa,Forensics,242,8.08
Emacafociz Ejyrudurep,Pentest,251,7.61
Ixadimihax Onok,Reverse,225,9.33
Azypymys Oqozohupi,Cybersec,228,9.49
Urof Upahyvupof,Pentest,226,8.12
Oty Ijyr,Teapotting,244,6.86
Obolam Ohuzory,Pentest,225,6.82
Ehin Eqojy,Teapotting,204,5.49
Oqahuxima Agenopaxo,Pwn,254,9.43
Esabape Elimopa,Teapotting,228,9.0
Efityb Opylagyzaj,Forensics,259,6.73
Icafyfopip Akivosa,Pentest,236,7.1
Izywixab Yzugoku,Pwn,236,7.93
Yhyfaq Elarywejo,Forensics,251,4.52
Elyzupihis Ofuzybemuh,Reverse,211,8.8
Asybuhobol Igev,Teapotting,256,7.34
Ovi Ejuxyloxu,Pwn,228,5.96
Ajucydej Yhucy,Forensics,213,8.38
Orixynizuf Iry,Reverse,219,7.56
Icecuje Unocevuka,Reverse,253,7.45
Awejame Ezozetam,Cybersec,248,9.94
Uwekapad Ixinavebi,Pwn,244,9.2
Yky Alolixag,Forensics,259,7.68
Oceh Omowigevoz,Pwn,219,9.47
Ykytykiwak Orybunozah,Teapotting,221,5.48
Oqopucoqir Icoporu,Reverse,254,6.3
Ofu Ijypyg,Teapotting,244,6.81
Ykoq Ecipoqus,Pentest,227,5.85
Uzawyhezuc Epop,Cybersec,211,6.53
Ugema Ocipucygi,Teapotting,245,7.83
Ylaputome Ojuheman,Cybersec,235,9.89
Avokoryz Ebabat,Teapotting,215,7.5
Eqopago Ukojyvit,Cybersec,221,4.53
Uqoluhice Inyhetum,Cybersec,212,4.1
Ogytaved Izu,Pwn,239,7.36
Omad Icafihe,Teapotting,254,5.09
Orobazi Eqab,Forensics,203,6.22
Iwetu Utokika,Teapotting,206,9.47
Igymidyz Enumypekos,Forensics,249,8.15
Ysa Eke,Reverse,254,7.1
Ecyf Evyvepobic,Teapotting,228,6.0
Ukumo Ywyrufi,Cybersec,260,4.43
Ozu Imem,Teapotting,236,5.53
Owukovunix Ixuhypare,Teapotting,243,6.82
Ewenitiha Utuzewi,Teapotting,221,5.55
Eji Ugona,Cybersec,224,7.25
Ewykalehe Yva,Pwn,228,6.54
Alawuho Umesaba,Teapotting,256,8.02
Upowabo Azepyb,Pentest,228,6.99
Ixokaboqek Ariveja,Teapotting,254,5.97
Uvabusilyc Afamizoq,Pentest,203,8.38
Iwyhac Ugi,Reverse,243,8.52
Ypawyj Uga,Reverse,211,6.66
Irala Ihajajumy,Pentest,202,9.86
Ixahozaroz Ocyw,Pentest,259,5.57
Onipawoxi Acanek,Forensics,208,5.13
Iran Azojory,Cybersec,212,7.13
Yzer Afeh,Reverse,202,5.72
Yrybasepej Yjuvoqori,Cybersec,207,5.08
Exujo Utuwy,Pwn,205,5.59
Onoza Ameziqe,Reverse,233,9.06
Irutufeq Ewyqolari,Pwn,250,7.39
Ilyfywasig Amyxigura,Teapotting,251,6.62
Ilivet Ejyxepu,Pentest,254,6.7
Epotofowux Elynagiqe,Teapotting,250,5.15
Ike Edufet,Pentest,220,5.9
Ajabuxesas Esorequdy,Teapotting,204,8.05
Ucahoz Ezyma,Teapotting,230,7.4
Iri Iqe,Pwn,208,5.9
Epyvew Erod,Pwn,245,5.62
Emuzo Adapyzetak,Forensics,224,4.49
Ekufuwyho Eqynygojod,Cybersec,224,5.49
Esaleve Idefev,Teapotting,241,7.58
Eqyd Emakakihyl,Teapotting,234,9.66
Avupe Anesope,Reverse,221,6.96
Uror Alejuqudyk,Pentest,219,5.21
Osikyzadiq Ucecydad,Pwn,228,7.77
Iwyvosyj Idisyw,Pentest,260,5.53
Emef Oran,Pwn,209,5.54
Idomitivu Alyjyk,Teapotting,228,8.71
Otidehe Ely,Reverse,200,8.48
Awiguqemed Ipaky,Reverse,233,6.29
Ozyje Ohuhydinoj,Pwn,207,8.28
Ilisi Ykikeh,Reverse,232,5.73
Otupocokud Emoturaj,Forensics,205,4.85
Ikityqemy Yjoji,Forensics,255,9.76
Ecuxu Atedytycym,Pwn,255,9.69
Ucym Oqimojezi,Teapotting,216,5.88
Ojyb Agihace,Teapotting,221,5.73
Ivisi Oxazuqef,Forensics,220,9.96
Aro Acyzi,Cybersec,249,5.85
Acepivo Ugucasih,Pwn,211,7.72
Etop Ycenexydi,Teapotting,245,5.51
Ylohyraj Ymip,Pwn,260,5.71
Ikobupepym Ymixipab,Forensics,229,5.26
Egagyta Acila,Teapotting,224,7.37
Edysuweluq Axo,Teapotting,203,4.25
Ymeqymom Ugamy,Pwn,229,8.0
Akakan Ofipetujym,Cybersec,211,7.32
Uhytuhyn Uluvo,Cybersec,242,9.16
Ojytaviq Etovejozot,Pentest,260,8.88
Eso Ofaxyjo,Pentest,209,6.46
Ibysoqow Uvyvaki,Reverse,203,9.25
Apelyx Ynu,Pentest,253,6.7
Aqolybepyx Ykucy,Reverse,216,9.19
Ibeh Igywadof,Pwn,259,8.25
Ipirunu Adeti,Cybersec,201,5.92
Otuzihiz Ekegyq,Cybersec,256,6.12
Ihy Yfodunyp,Pentest,214,7.02
Ebajy Awutyf,Pentest,240,6.72
Adiducu Aboboqu,Teapotting,205,9.12
Ohobizydi Unanofebi,Pwn,203,5.08
Aniceqow Aso,Forensics,236,9.42
Eba Unybes,Forensics,203,6.17
Igyv Yba,Pwn,222,4.15
Ulebypyj Ujijycovu,Forensics,205,7.23
Ilamupi Alu,Reverse,256,9.49
Eten Uzoza,Reverse,218,6.23
Obu Ave,Teapotting,201,4.15
Ota Uwuguzypam,Teapotting,258,4.93
Ahycabe Aqif,Forensics,259,4.43
Obu Atomip,Reverse,216,7.78
Ozyzu Ijoreqe,Pentest,201,9.55
Yvafizuxa Ewisycalug,Pentest,246,8.31
Oxokoli Ypagyfe,Pwn,211,6.44
Oca Aniqeper,Reverse,228,6.74
Emu Irugiw,Pentest,226,5.44
Ejapi Iwaxamexyz,Cybersec,248,6.0
Ymiqulo Ifipuvu,Forensics,205,8.9
Oqibire Eko,Pwn,217,4.33
Olizu Erupejekuf,Cybersec,201,5.78
Enapek Elitazuke,Forensics,252,5.48
Owig Axiqure,Pwn,227,7.04
Emejecu Ybewup,Reverse,206,7.51
Ydy Yfyhetefiq,Forensics,250,9.71
Uvevipum Otutipome,Pentest,220,5.55
Upag Ajagawu,Forensics,214,5.84
Evebo Aqyberedu,Cybersec,232,9.84
Idobupawi Uki,Reverse,218,5.47
Iqiw Apaqepucup,Cybersec,242,7.42
Ywoj Evivozatul,Forensics,234,7.66
Yrapa Inozove,Cybersec,239,8.23
Uvuni Igytybyto,Forensics,234,7.52
Oxepo Egovis,Cybersec,242,9.61
Uzoj Ysygigofoj,Pentest,206,5.18
Orizelaxud Ofuq,Forensics,239,6.82
Odalyf Unuty,Reverse,230,8.75
Obaw Uwivu,Pentest,234,4.62
Ejiwazar Adojyhe,Pentest,246,9.08
Ytejiduny Yqotatun,Cybersec,213,6.23
Ydaf Atat,Teapotting,231,9.29
Egokip Aqitakano,Reverse,221,4.8
Yreq Yxucyqigu,Teapotting,227,7.16
Oduk Iqyfajynyq,Cybersec,214,7.18
Apu Awak,Pentest,206,5.12
Ybyvoxi Ezeby,Cybersec,249,9.56
Agililafap Usupoj,Pentest,214,5.84
Agidigygof Aripuhahur,Pentest,226,7.35
Ifagacufy Ytequn,Reverse,256,9.04
Adehut Idibujuhut,Pentest,248,8.97
Yxazy Oruvyl,Pwn,251,6.93
Ywagepuwav Elory,Pentest,219,4.1
Osymimylan Ifobud,Cybersec,219,8.14
Ica Evijohysa,Forensics,252,4.84
Ehelyqovo Yfipuqit,Pentest,217,7.05
Oqyjelo Uwyhyw,Cybersec,212,5.84
Iryxymalih Ynolomine,Pwn,212,6.6
Igavocoh Upu,Pentest,221,6.74
Oraqyv Oko,Teapotting,239,8.6
Evexydyjyb Ysuh,Forensics,205,4.53
Yqafapanug Enex,Teapotting,250,9.47
Alewidu Ywihoxav,Cybersec,217,8.2
Emimyfylep Utec,Teapotting,204,8.21
Ahiceto Irolol,Cybersec,254,5.01
Onuzyso Ari,Reverse,229,5.67
Ofufis Iwup,Pentest,203,4.2
Ecu Iryxis,Cybersec,228,4.47
Unolevic Ixip,Forensics,257,7.06
Abewutevo Iwuritag,Pwn,211,7.22
Ajawidetok Inajamoce,Cybersec,244,8.22
Ihapow Ape,Teapotting,251,7.72
Obysunid Uquwo,Teapotting,224,8.21
Erif Yfylegewu,Pentest,243,9.94
Epatiga Ogoryk,Teapotting,234,7.59
Edaruryp Ahaquhelib,Teapotting,238,5.48
Umone Avunalofyl,Reverse,202,9.73
Otixacuky Ucosido,Pentest,237,7.46
Oxeco Iwalexad,Pwn,241,8.88
Upas Ijewo,Reverse,237,7.94
Asagotih Ahegeretyt,Forensics,244,5.53
Uduloqony Igazepuf,Pentest,224,6.79
Ebifeci Upevi,Reverse,218,8.17
Ypizejad Unel,Teapotting,238,6.56
Yrisu Ace,Forensics,224,8.31
Yte Erat,Pentest,209,8.01
Ekoweryz Usyrokypy,Teapotting,253,6.62
Owebezobug Ugy,Reverse,232,7.45
Yvimozalu Ofy,Forensics,244,6.39
Ybeh Ifyfuj,Teapotting,202,9.92
Evylomopy Igogyrime,Pwn,247,8.2
Egupomo Ava,Teapotting,252,9.67
Aqotigef Ohu,Cybersec,249,8.16
Ugak Uny,Teapotting,253,9.33
Aherasukax Ijodafomi,Teapotting,213,9.01
Icedov Ipaxedi,Teapotting,205,9.42
Yrukexype Edak,Teapotting,212,8.46
Edimubusuq Ekubug,Cybersec,202,8.53
Emo Oheqemytul,Cybersec,244,8.44
Izicesob Awokilyho,Pentest,234,7.41
Yqurazopy Ekudizu,Reverse,256,6.48
Ynymybo Ubiba,Pentest,258,9.34
Udewyf Egurakacib,Reverse,260,9.62
Evatomoco Uhomibykon,Forensics,230,9.67
Opokytizuc Upomapi,Reverse,209,4.41
Ura Ucaheweqic,Pentest,244,5.69
Urahaby Ypenedomaq,Pentest,214,6.26
Upymija Avaxa,Teapotting,258,5.41
Olovas Izy,Teapotting,254,7.68
Ufeloro Ozycaco,Pwn,255,4.88
Upowykyma Ehafoletug,Pwn,235,6.71
Apupolyvy Adifuwyfo,Teapotting,249,9.75
Uviqimo Uvytytyri,Forensics,226,5.97
Ubehymabux Ojon,Reverse,255,6.72
Egufy Ysam,Pentest,227,8.17
Utefug Eqiwamore,Pwn,231,8.71
Osoh Ejymucyn,Forensics,207,7.92
Opu Ibusotoz,Pwn,200,6.94
Ilij Avequmutij,Pentest,257,4.07
Yjomyqowif Ycaxuxyx,Reverse,200,7.25
Ywapumo Ylybufyn,Pwn,231,6.89
Yjohi Acaqegahu,Pentest,251,4.22
Izirozasa Ufyzyrecoc,Teapotting,258,6.56
Idunufup Ucawuno,Cybersec,249,5.27
Yhuluvivu Ixosexo,Cybersec,224,4.55
Eli Orovotitep,Cybersec,209,5.24
Ibab Atodod,Reverse,231,8.4
Ivabe Eger,Reverse,217,7.38
Ybypyname Esox,Reverse,214,5.2
Ydyjo Uzigy,Teapotting,215,4.56
Ykapalobu Anum,Pwn,204,4.23
Ezevavibyv Axup,Pwn,253,7.39
Uqyzebyha Odyhudiqa,Pwn,243,4.53
Efenybog Arowozipu,Reverse,209,7.38
Asacize Avivyjypa,Pentest,259,9.69
Igy Yzawoxodi,Teapotting,215,5.36
Unowocuse Ypahelevi,Reverse,211,6.88
Asixu Opirac,Teapotting,215,9.75
Atypat Ylicic,Pentest,242,5.12
Yjenaqo Ifihyqena,Forensics,239,9.39
Evuw Ozybawelev,Teapotting,217,5.41
Acequvahol Akiwedulij,Teapotting,260,4.4
Ekus Ufefefy,Pwn,211,8.08
Avil Ywakije,Teapotting,222,7.23
Ibuvydob Arorodyj,Pentest,227,4.08
Uximiny Uvizyv,Reverse,240,6.11
Otomozo Uso,Cybersec,213,5.09
Opy Uhajenilec,Pentest,237,4.99
Uluwuzadis Asubeh,Forensics,260,7.82
Opacumuw Uxy,Cybersec,233,8.83
Ybyz Aba,Pentest,235,5.03
Owurujuhe Avopamy,Reverse,201,8.35
Yjo Ivatar,Reverse,260,7.31
Ulumewa Anamukeha,Reverse,232,8.58
Eqesunadyd Imazasaby,Cybersec,257,4.81
Ylanuwod Epi,Teapotting,253,8.16
Itacalevi Ecoreliw,Forensics,207,7.73
Ojefom Aneq,Cybersec,208,7.07
Avid Eqovija,Reverse,210,8.0
Ezokyme Ubok,Cybersec,206,8.2
Ozaly Ybifi,Pwn,224,6.93
Iba Ahipofu,Teapotting,232,6.07
Opadicag Uruxof,Pentest,245,5.88
Uviryg Ygofet,Teapotting,207,7.93
Ejonuja Ama,Pwn,242,9.03
Uqux Uzyxo,Forensics,221,6.24
Edaliv Ycif,Cybersec,248,5.71
Aryka Ehixi,Pentest,243,5.03
Awu Ygy,Cybersec,254,5.06
Upoviryv Ecedad,Forensics,260,6.07
Umejagok Ysatuz,Cybersec,254,5.39
Axysupojok Oxetyjeziv,Forensics,228,7.2
Ymoha Ecapusuriq,Cybersec,247,7.06
Apug Iwuqawuwic,Reverse,205,4.93
Ucu Utoxeped,Cybersec,238,8.86
Ukazyvy Ofeten,Cybersec,253,9.8
Aquqyt Uqyjyp,Teapotting,212,8.81
Axegozuw Amijad,Pwn,248,8.84
Ecob Iruvysequ,Forensics,203,6.66
Uvezu Yco,Pentest,224,4.25
Akezin Izakykut,Pentest,253,5.49
Iluryweliq Upuvyjip,Teapotting,227,5.88
Eheje Eqilozo,Pentest,201,7.34
Azufywap Ufefyr,Teapotting,258,9.33
Ugyv Unydugi,Forensics,217,7.35
Enicenik Adireq,Pwn,246,4.07
Yvatipudod Ifutur,Pwn,216,5.06
Oxi Ynep,Forensics,205,7.77
Etyjo Umuvukosu,Cybersec,213,5.92
Ylyr Ebyxove,Teapotting,200,5.25
Enivo Ebuho,Forensics,250,9.74
Aky Yzukozi,Pentest,223,6.67
Ihoqeta Ynyq,Teapotting,249,4.12
Ylez Ahuqijife,Reverse,203,8.84
Uje Aqagat,Reverse,220,9.1
Idezicyhuk Omugi,Forensics,225,4.57
Ugajukehe Ime,Pentest,203,9.99
Irywig Anyz,Teapotting,201,8.07
Axafujany Elinih,Cybersec,201,7.49
Ufu Asuradulu,Reverse,206,7.47
Ufevisyni Afogunyni,Teapotting,203,6.36
Irikofuge Ipaha,Pwn,260,8.9
Azofuquqi Ihyzewona,Forensics,239,5.07
Ocim Ydu,Forensics,233,6.13
Otiwyp Iqe,Reverse,209,4.66
Aji Ocujuwivo,Forensics,235,5.44
Aqyj Idepu,Pentest,218,5.62
Ulasahovuq Exegoxyv,Pentest,228,4.11
Asutox Ifemox,Pwn,239,6.48
Afy Ilihuti,Teapotting,218,4.48
Aqe Yrazehejyz,Teapotting,230,4.56
Uxicevegu Aqazukihe,Pwn,201,7.93
Oledyvena Uqycus,Pentest,255,9.58
Ypigavocem Igi,Teapotting,251,5.04
Iko Ade,Cybersec,209,5.82
Usamemu Yqucohap,Pwn,226,5.77
Ixewat Ovinolit,Reverse,244,8.22
Ebijoki Asepetaw,Reverse,219,8.19
Omogonek Ibybufoxe,Pentest,231,6.79
Ypywaruz Exol,Teapotting,251,7.85
Elikyrakuz Ivabe,Pwn,236,9.07
Unyfubyz Upuquqiqah,Pentest,251,7.7
Oxekihete Itohy,Reverse,206,9.16
Yvikuziza Ucyza,Reverse,247,6.96
Iwoqoroni Owebanaqu,Teapotting,201,9.61
Usymozypag Ybygohoge,Cybersec,213,8.7
Yby Epemyjy,Cybersec,249,8.17
Ubinivu Ahup,Pentest,255,8.7
Iniholoxiq Ykugi,Reverse,256,6.48
Odiseden Ipyvabyl,Cybersec,253,8.56
Omojok Okifo,Pentest,247,6.4
Ehykovi Ekisazojef,Cybersec,247,6.18
Ewafo Ifaxah,Pwn,224,7.54
Ymes Awygereram,Teapotting,231,6.69
Uwew Yzoxiqojun,Forensics,239,7.72
Aku Yfinev,Pentest,228,5.97
Axal Ohozuq,Teapotting,220,8.37
Iwyjymitu Yci,Forensics,260,5.85
Afow Yta,Pwn,231,5.93
Ofagymikeq Ybimikeces,Teapotting,204,7.17
Ukoqynisi Urawuqi,Cybersec,224,6.41
Uxizopyba Oguq,Pwn,209,5.67
Ubypyga Eribenaka,Pwn,203,7.06
Eqix Owiwekumo,Reverse,244,9.56
Ytadi Ypu,Pwn,236,9.24
Ygizyx Umyd,Cybersec,203,9.69
Esabokyh Icobyzevyv,Pwn,201,5.63
Ykizagyvyh Ogypoce,Cybersec,217,4.98
Ejubanequk Asode,Pentest,243,6.82
Idib Yga,Teapotting,210,8.36
Iqeqe Ajezokata,Teapotting,245,7.02
Exuroqevip Ujutuf,Pentest,216,9.82
Ycow Isyx,Pentest,233,7.2
Onu Oqidyxoru,Pentest,260,6.63
Uwid Exile,Reverse,258,7.96
Akikukyjyh Osa,Pwn,213,7.6
Epukod Ujisak,Pentest,234,7.43
Imetew Itikufe,Pwn,222,7.19
Yho Afawu,Forensics,205,7.35
Ybi Iqera,Pentest,241,5.82
Iwuro Oqe,Pentest,260,4.11
Ejupi Eqi,Teapotting,226,7.35
Ykuruxyl Esesuja,Reverse,259,4.36
Ohovorecaq Irilypit,Cybersec,213,5.74
Iqynuzugo Inenatiho,Teapotting,222,6.53
Usyramixic Efi,Pwn,252,5.43
Akyw Unijidyvy,Cybersec,227,9.29
Efuwi Asov,Teapotting,237,4.24
Yfavo Ohywinosuw,Pentest,247,6.04
Ohupovubyq Owoxa,Reverse,251,6.79
Ytabegy Ununekel,Pwn,209,8.4
Awydodi Ahyqy,Pwn,244,4.97
Obyhucoq Osalup,Reverse,221,4.56
Eqimidepig Ixozenad,Reverse,234,7.43
Enukokugug Ifizomiwi,Pwn,248,7.8
Oribyze Ohatopa,Reverse,215,9.93
Afilu Icozat,Pentest,204,8.41
Yhat Epalecyhu,Teapotting,206,5.09
Iguluwec Exeq,Pwn,247,6.52
Afykehusy Ameguru,Reverse,251,4.46
Ape Esomego,Forensics,228,5.68
Ycaruma Imenyc,Reverse,235,6.83
Uvotexop Edegasym,Cybersec,255,4.92
Ukex Afag,Cybersec,201,9.03
Elojiwaf Ylat,Cybersec,233,5.09
Emarem Igityl,Cybersec,252,5.2
Idaputurul Ebeje,Reverse,244,4.49
Uloqyxu Ojucewyxy,Cybersec,234,6.04
Urese Uvonexa,Reverse,225,9.1
Agyl Ojekiq,Cybersec,208,7.85
Ysyra Onyfo,Reverse,233,9.16
Itajagif Imare,Reverse,248,8.51
