name,faculty,group,gpa
Aqetewo Ejibog,Pentest,234,8.66
Alakiv Yvugapyvi,Cybersec,208,6.66
Yrydekumi Owuma,Pentest,224,7.65
Ecy Ijybugojo,Forensics,215,4.12
Ucaxemepar Yruna,Pwn,218,7.94
Ukysytumec Emu,Cybersec,243,7.21
Uwobo Ikavewixy,Teapotting,252,8.91
Itogif Yvoje,Teapotting,249,4.43
Udyp Uqofirab,Pwn,229,6.64
Oriz Uhecucyfeg,Teapotting,235,7.75
Ixifa Oxicysav,Teapotting,259,8.84
Azym Usemyb,Pwn,256,5.04
Exosuceg Irifejif,Pentest,242,7.27
Ywacu Yqivenoqo,Pentest,236,6.24
Ytawedomuf Okyfow,Reverse,208,5.32
Yka Yletoraw,Forensics,242,9.92
Enagace Exyromi,Cybersec,219,6.44
Ixy Esid,Cybersec,216,8.07
Umydadutuw Ugiq,Pentest,213,9.09
Izofipo Okowuvy,Forensics,258,8.72
Uzuxufaz Ifek,Teapotting,207,6.15
Uki Ysivuzofan,Cybersec,231,7.51
Oxemyratob Ezovi,Teapotting,255,7.86
Iwelof Uxavin,Pwn,206,8.91
Ocigek Ysasyferos,Reverse,203,6.83
Ebe Ohinif,Cybersec,250,6.05
Uvaqex Amaz,Cybersec,232,4.34
Avecudox Ixabyd,Forensics,247,5.81
Oroz Opyzuxa,Reverse,204,9.28
Ibi Upumasabo,Reverse,221,6.12
Ohenaqepiv Otoref,Reverse,260,4.53
Ypuk Ylejyjy,Cybersec,220,9.22
Ijoju Onixyz,Forensics,255,5.08
Afezivize Ytywavy,Forensics,258,8.78
Ufe Oxebufatih,Cybersec,239,4.06
Equd Evujiniro,Pentest,207,5.15
Eqi Idedaw,Teapotting,214,7.83
Edis Otaqytok,Reverse,241,4.03
Izudijabo Uvedytosaw,Forensics,233,8.97
Aloze Ihaxef,Reverse,254,9.47
Ofudu Ahip,Pwn,226,5.69
Avuma Ezuje,Pwn,241,9.99
Isepuhytew Iwasem,Teapotting,258,9.31
Ehibycihab Yxypulo,Pwn,244,6.71
Axekupaci Asasumot,Pentest,252,4.16
Imupoq Evux,Pwn,248,9.85
Awex Ucyd,Forensics,208,5.92
Ogevag Izeve,Reverse,218,7.46
Izigulak Enojunam,Reverse,249,4.36
Yqomuped Ahif,Teapotting,260,8.51
Ikid Uqodehumyt,Pwn,216,8.95
Acotapapax Opi,Teapotting,209,9.69
Ycewedik Iqutij,Forensics,212,8.99
Egapuxa Ijela,Cybersec,248,8.69
Ewoje Itic,Pentest,223,5.1
Uvygipe Iqacuvure,Pwn,249,9.17
Ifu Omileg,Cybersec,218,4.67
Emamyvyfo Afym,Pentest,218,8.67
Evako Ajelirido,Pwn,223,9.97
Ohipohizu Uqi,Teapotting,246,8.86
Omizusax Ysosylaj,Teapotting,238,4.01
Ijesih Yvijifyw,Cybersec,237,7.95
Umewipuhas Igawu,Pentest,210,9.57
Yjor Urumequ,Forensics,251,9.59
Etosyqafaz Yxocypa,Cybersec,260,8.11
Icy Aqo,Reverse,244,8.51
Omezywuxu Uqidew,Forensics,258,5.41
Ewybylelu Ohik,Pentest,222,6.96
Uxynomepib Ydax,Cybersec,208,4.47
Ezolaga Osumi,Pentest,225,5.98
Oqym Ebir,Reverse,245,9.61
Edukyd Isanagote,Pentest,252,5.13
Yhuvurymu Yjumymod,Cybersec,251,8.18
Ojeduvo Ygisapur,Forensics,248,7.83
Itytyjer Orumiwota,Cybersec,211,5.09
Ifun Ixyru,Pwn,224,6.28
Ifi Ora,Teapotting,231,4.13
Eken Ekygibexuk,Pentest,224,8.35
Amudara Ytabikowuv,Pwn,244,5.6
Uzaqydaja Ogydanotos,Cybersec,244,9.61
Afuxami Yvosag,Teapotting,247,9.81
Ajiwikujeg Ucuzyveh,Cybersec,241,4.27
Ogo Axidiv,Reverse,221,8.77
Onif Ogiqa,Pwn,227,5.86
Ypeqekal Orukyviw,Pwn,240,6.77
Ylylecihev Uvuxocidy,Pwn,211,5.33
Avoxujyda Ykujevohap,Forensics,237,4.31
Esudacewe Ycacuf,Forensics,208,7.67
Emunysid Igy,Pwn,202,9.63
Yjybatym Iqy,Teapotting,236,4.65
Upa Oxobofil,Reverse,242,5.64
Ubu Utotak,Reverse,256,6.83
Arawilep Evewij,Pwn,220,7.17
Ecafoweris Ahocywo,Pentest,260,5.82
Oroviqeko Umurab,Teapotting,227,4.92
Ukelagata Yjaw,Pentest,228,4.98
Odareje Ihu,Pwn,210,6.14
Yxeciti Upuq,Forensics,259,9.22
Ugumi Ola,Pentest,243,6.51
Isahanik Owaq,Teapotting,223,8.38
Ocodi Yfybom,Forensics,234,4.81
Yripo Icubagavi,Forensics,236,5.11
Ebubewecov Oveduve,Reverse,209,5.8
Unuwyhuti Egab,Teapotting,210,9.37
Ewypova Ohizizowe,Cybersec,220,8.8
Ypo Ofunuz,Reverse,248,7.75
Ededa Akemicygam,Teapotting,258,9.37
Akedij Ivyb,Cybersec,213,9.97
Okyjo Ypome,Pentest,247,7.21
Ekavutyn Udaluxe,Pwn,205,8.24
Ozehyqak Ynewa,Teapotting,218,6.07
Use Uhono,Reverse,221,4.56
Yzilaj Adoxehe,Pentest,229,7.97
Usorumuw Ozapid,Teapotting,206,9.38
Odela Uzoj,Cybersec,228,6.74
Unuvokefi Aruzahabim,Forensics,254,6.99
Ybanarir Ymeju,Pentest,226,8.99
Ytasobewo Yvadotytu,Pwn,248,8.15
Ugid Uhimijaw,Pwn,216,4.94
Ubaqy Itubajas,Teapotting,217,7.03
Atumura Ifyn,Forensics,209,8.05
Yciqyhisi Azunet,Reverse,248,6.22
Abyxar Uti,Teapotting,257,5.74
Uzip Onuqok,Teapotting,203,7.19
Ileba Ujaquz,Pentest,203,4.51
Ikite Oxyditeziq,Forensics,253,5.47
Exapyp Imy,Forensics,202,8.64
Ivifimoc Ybanyrybir,Pwn,230,6.04
Opyryha Alelygom,Reverse,250,5.31
Eru Uniqari,Forensics,212,4.82
Agicin Ikezy,Forensics,202,4.85
Ykuje Ynihosave,Pwn,251,9.65
Amisunoj Unirukatih,Teapotting,234,7.93
Onexasova Ylozu,Pwn,245,7.3
Izolohe Epo,Forensics,206,7.08
Ifyron Ufix,Reverse,236,9.35
Odix Iweroz,Reverse,251,6.42
Ohanyneloq Otyhupyqi,Pentest,217,6.82
Ajeraquma Ofub,Cybersec,231,7.79
Odeho Ucuhymit,Forensics,217,9.4
Obyne Ofazacu,Cybersec,223,8.42
Inapigymaf Ewiru,Forensics,250,8.56
Opopufi Otyg,Pwn,233,8.84
Aninofoqaz Yqih,Pwn,259,4.93
Evosobax Ubew,Cybersec,258,6.74
Oluxah Epez,Reverse,205,4.66
Oluvyho Ucyga,Reverse,224,4.71
Ogyqu Afezabujo,Reverse,204,5.04
Imujo Execel,Reverse,235,5.87
Oligebyh Afipoca,Cybersec,219,9.23
Ebiguporaq Afezuhojop,Cybersec,222,7.8
Obar Yqado,Reverse,200,8.4
Otyxudice Yfu,Cybersec,226,6.97
Yni Iwedyxudin,Pentest,238,6.92
Uqikuxifux Osykucyfuf,Forensics,217,8.56
Yxeguja Iqixubumow,Pwn,224,9.88
Ylonaxib Ipudobal,Pentest,255,5.43
Yvibam Iqykuf,Pwn,249,7.08
Ykykis Ijy,Teapotting,208,4.11
Ycovoxu Ewikufedab,Cybersec,250,8.22
Osuryzodyb Eqegebov,Teapotting,247,4.39
Ifitupa Ewitaqiky,Teapotting,259,5.77
Yde Esufek,Forensics,212,6.08
Asamaqegy Evew,Cybersec,248,6.55
Exogepabo Ivohevy,Pwn,227,9.21
Ujyhyqoxi Ekexe,Reverse,255,7.67
Exu Yki,Forensics,226,4.54
Ofufelamu Avyk,Pwn,216,5.82
Yhys Orymiqyw,Teapotting,258,4.68
Ebyzixogi Epamig,Cybersec,237,4.77
Ywajah Omaq,Pentest,254,4.32
Evom Azanotyp,Teapotting,252,6.75
Ahuqacinaz Ilakys,Reverse,234,8.33
Ylal Ypyciwiwin,Pentest,214,4.09
Yfobogeq Evanu,Forensics,210,5.38
Ojamygab Ysaduheg,Pwn,224,9.08
Isemi Owanaru,Cybersec,208,8.98
Eqi Anuboh,Teapotting,243,9.16
Idihiq Etamytegip,Teapotting,226,8.16
Arafoqaju Emegisec,Forensics,213,9.27
Anigyhowag Uguxavuwo,Pentest,228,5.25
Ydoxyf Ugihy,Teapotting,251,7.38
Apuleve Ydoloxibaf,Pwn,251,7.93
Edemevu Upuduboraw,Reverse,219,6.34
Ovekav Ydaca,Pwn,213,5.25
Ovohizyg Adyfisu,Teapotting,232,4.63
Ubosulosy Ibaxim,Pentest,234,5.31
Yzyvyzor Omediquv,Teapotting,215,6.4
Eqefikof Yhapidyw,Pwn,254,5.52
Ynulonipyf Ararer,Cybersec,258,8.53
Educypi Edyrat,Cybersec,232,6.11
Aloranuw Uqa,Pwn,255,8.67
Efazadamo Ubib,Forensics,228,8.71
Evoce Yvorixilu,Forensics,249,9.16
Amysirobam Evu,Teapotting,235,7.92
Anyjogav Atedego,Pwn,238,4.2
Ylysiju Oxati,Pwn,245,7.32
Onibuqefyt Onewonak,Cybersec,209,6.46
Ysidariqy Yjibip,Pwn,241,9.93
Ifine Yvuma,Pwn,227,4.21
Ane Otalep,Pentest,233,9.7
Azusy Imuhekim,Pwn,223,9.59
Ixyjo Aholygidyf,Pwn,259,8.85
Ycibu Uwijyzeda,Forensics,211,5.07
Uxekefic Aseti,Reverse,229,6.98
Yha Yjize,Reverse,214,6.29
Ujahizoso Usupesijo,Pentest,245,4.67
Ojygyjaj Ygo,Cybersec,241,9.5
Azyvej Oxukija,Forensics,221,7.87
Aqycun Ajut,Teapotting,231,7.4
Udaguq Ikodeji,Teapotting,235,5.03
Opivaso Uzyjilocim,Cybersec,236,8.2
Ugizebuku Usekoneka,Forensics,257,4.53
Iby Ejoqinen,Pentest,233,6.64
Ujem Owywuk,Forensics,234,9.32
Ucazytyl Unimuhys,Forensics,207,5.44
Yhomiwuhum Ikyvow,Pwn,227,6.34
Ivetimu Ytelysy,Reverse,200,6.91
Erahyjy Atepehyse,Cybersec,260,4.83
Ora Ymuko,Pentest,245,8.35
Ijajolixu Epahilajy,Pentest,218,9.77
Ojovigaxi Ililugil,Forensics,260,6.73
Udebuquhab Oxux,Forensics,257,7.38
Yfero Acytakus,Pentest,247,5.11
Ulevezadut Adycihycos,Pentest,242,6.2
Efyxicyj Yxycynuq,Cybersec,225,9.58
Unixebecat Aquxo,Teapotting,251,6.61
Odila Usohi,Teapotting,241,7.72
Iry Iqoferifuk,Cybersec,257,6.44
Yfoqedot Edodytevub,Forensics,211,9.26
Omoqe Apahy,Teapotting,240,7.39
Oketeguqe Exucila,Teapotting,204,6.38
Azuk Olenocu,Teapotting,253,6.67
Ojugulagej Ibe,Cybersec,218,9.18
Yfilu Apimobe,Pentest,239,7.31
Uged Udukuso,Forensics,235,9.55
Ire Ykyvom,Pentest,257,9.94
Ujexys Omaxuliv,Cybersec,227,8.35
Obefy Iryliboxi,Pwn,223,5.59
Osesywic Enohijad,Teapotting,246,6.11
Ebol Evitefih,Forensics,251,6.24
Adonapy Ypojagu,Pwn,207,5.61
Ikymakes Ysexyp,Forensics,218,6.67
Uryjocuk Ozavew,Pwn,204,8.1
Okejixog Yxevywyne,Reverse,237,9.28
Ucyme Azedunypok,Forensics,210,4.66
Epysizozu Izynuqyvu,Pwn,215,6.32
Igyzixyn Ehaxizy,Pwn,217,8.6
Ice Awuvaro,Reverse,220,8.81
Yqezetaha Ewa,Pentest,218,6.35
Etiho Ysufogoveb,Cybersec,236,8.14
Ysecynevep Yroluxepy,Reverse,203,8.6
Asered Ikoxyz,Reverse,252,5.28
Yzujyq Axulizir,Pentest,212,6.51
Utanehi Okyxytiv,Forensics,213,4.56
Yzapejovyr Udyqi,Teapotting,200,8.82
Oqe Isuli,Cybersec,233,8.04
Ugufed Yrigiju,Forensics,222,7.38
Ibedawuj Yvy,Pentest,244,8.47
Obabina Aryfaqe,Forensics,227,6.94
Acylixiquk Ibynuhy,Reverse,204,9.34
Equwyz Oqotuzew,Pwn,221,9.57
Ajogokyk Ebewi,Forensics,208,8.88
Agulolo Ivapow,Pentest,254,6.9
Upihuje Yxihodyl,Teapotting,228,5.02
Ilicab Uvulyzas,Forensics,244,8.3
Isewofoh Atyjaziqi,Teapotting,222,8.96
Utah Izyvuz,Cybersec,259,5.73
Ugugot Opuxavuket,Pentest,233,5.72
Ewo Usuduzewi,Cybersec,253,5.86
Icid Otyhat,Cybersec,254,8.85
Ydefulenyz Ytetybe,Forensics,230,5.79
Ilynosumak Usewaxe,Pwn,231,7.29
Ykadosi Ifoxa,Forensics,212,4.7
Elot Uwihi,Forensics,229,7.35
Omon Anadodel,Teapotting,227,4.11
Ezuku Ewojot,Pwn,239,4.51
Agir Esehymoky,Pentest,219,4.14
Alyq Ilobah,Teapotting,221,8.91
Alir Iqi,Forensics,232,7.67
Ecyliluli Atihamimy,Teapotting,256,5.66
Iwehoxezy Igyvycum,Pwn,203,5.69
Usa Onugimafaz,Cybersec,221,7.82
Ohehyt Eculepy,Forensics,218,8.27
Ediri Afyfy,Pwn,246,7.45
Use Inyhoqo,Pwn,257,4.54
Uve Asabapujaf,Forensics,260,9.13
Epodowoca Ufyzabawo,Pentest,211,4.16
Erowewez Ufa,Reverse,260,8.51
Ufyqenic Yka,Pentest,233,6.49
Evofowi Iku,Teapotting,227,9.63
Ikidagak Afaco,Cybersec,205,4.28
Ovoryrifax Upuvihumam,Pentest,248,5.08
Yzo Ida,Reverse,218,8.47
Uguvita Ypy,Pentest,227,4.76
Idikunojyk Erofyr,Forensics,253,4.56
Ozu Iwaxi,Forensics,235,5.89
Asynohipim Yqifym,Cybersec,217,4.89
Odaq Uhe,Cybersec,241,4.57
Oxuzu Idamifyj,Teapotting,249,5.88
Umadudo Awabuh,Reverse,243,6.08
Epyfalic Uxybeso,Teapotting,245,6.2
Eqe Osesoli,Cybersec,204,6.81
Azin Unozoxem,Teapotting,204,5.6
Uhiro Asuhysi,Cybersec,235,5.56
Ikyjategyw Evet,Cybersec,229,5.07
Iru Ocykybudo,Pwn,241,7.16
Ycyqyjizu Yfegizowex,Pentest,231,7.72
Ubiceguz Abeduliwy,Pwn,246,4.66
Ilute Obipudocul,Pwn,203,9.69
Uvohuleh Exazunicu,Pentest,238,6.23
Ixobamodo Usutul,Forensics,223,4.42
Iwigyse Ycymeg,Teapotting,259,8.99
Elynag Iwoseny,Forensics,210,9.04
Afubife Emoryr,Pentest,256,8.72
Ywob Ezinojecaz,Pentest,241,9.82
Yrujusu Inugupocil,Cybersec,209,9.77
Ocy Ytafove,Forensics,200,4.64
Ukijybucyk Owogajig,Pentest,257,8.58
Uruho Acyw,Teapotting,257,4.15
Ahuwytici Ajeqokeme,Teapotting,232,7.33
Yguhetohy Etojiqu,Reverse,220,7.48
Uja Inikis,Pentest,220,6.76
Oqo Yvy,Pentest,202,7.44
Unybuxy Orik,Cybersec,230,9.63
Eqy Ukanibo,Forensics,224,9.05
Opuxup Ufetuvax,Cybersec,205,5.01
Yxarukupa Yliritusob,Forensics,218,5.34
Ecogomep Abewi,Forensics,224,4.49
Udew Ageqequbo,Teapotting,252,5.56
Ijydudyni Eburi,Cybersec,257,6.68
Ulopen Utybyj,Pentest,254,6.41
Inah Ano,Pentest,206,7.47
Izyp Ypyryvu,Teapotting,249,5.79
Izyqi Ipilyf,Forensics,227,5.73
Afyzikijiw Yxapyte,Cybersec,220,8.54
Ivyb Aluv,Reverse,224,5.21
Yseli Emurala,Teapotting,236,6.17
Abavapyle Otolytolod,Cybersec,236,8.28
Upomegykax Ynysezohuc,Pwn,258,6.59
Epyjuxu Ukip,Forensics,248,8.43
Ilapuq Agika,Teapotting,243,8.1
Uda Ago,Forensics,214,4.54
Idobowycih Ogilesegu,Reverse,211,5.89
Aju Azypeqemeg,Cybersec,231,6.02
Inamufinyt Inuf,Pwn,225,7.74
Ize Eqijiqivu,Forensics,216,7.76
Exuqema Oqoso,Teapotting,255,5.79
Ulanof Ukogan,Reverse,257,5.08
Ujevaleb Ohu,Cybersec,202,7.07
Isefe Odehikaby,Pentest,250,8.41
Yhuqaqahe Imipof,Forensics,228,6.32
Alyranyvon Awyxux,Forensics,259,4.75
Udabuzugoz Emyja,Reverse,214,4.99
Aqika Ynyqinuz,Forensics,234,6.19
Atal Ytekutogiz,Teapotting,246,5.8
Use Ume,Cybersec,223,4.21
Ibalohi Avejiwi,Reverse,251,5.29
Uqaliny Esekozocu,Cybersec,212,8.31
Avuqiw Yjyxex,Reverse,202,4.24
Ujil Ymocefyp,Reverse,258,4.34
Ywaqew Emunis,Reverse,245,6.24
Umyhu Eqowomosy,Cybersec,242,8.78
Ocewefutag Ysohapux,Forensics,234,5.75
Iridylehub Opasyxic,Cybersec,256,9.6
Exat Igabus,Cybersec,260,9.17
Yvedome Ywaci,Pentest,259,5.35
Uqyzidu Ocudeker,Reverse,210,4.18
Afypi Uqirelaba,Reverse,200,7.46
Azijun Uqiq,Pwn,234,5.23
Egiwy Etepe,Cybersec,214,5.8
Iqelydyxa Abyc,Cybersec,216,8.4
Yhyze Alumecoc,Forensics,251,8.53
Aho Ucy,Pwn,250,6.39
Udazapyfoj Ypuqudery,Pwn,228,8.49
Uludiniwaq Owycajiri,Pwn,210,9.02
Ohijozyj Eti,Teapotting,222,5.93
Oseniwyx Eqoz,Teapotting,245,8.92
Yhobecaza Uramekuwas,Pwn,250,5.34
Iqej Avegi,Teapotting,252,6.94
Iqytipar Owal,Pwn,223,4.13
Idemody Ynyse,Cybersec,251,5.63
Ebilavezas Odinalyfa,Cybersec,237,8.89
Yxih Icaqadeny,Pwn,203,5.1
Uxiso Ipihi,Pwn,238,5.87
Itezexa Ubesibe,Cybersec,219,5.17
Ezuqo Apuqyfoqix,Pwn,260,8.15
Amy Ejedoji,Cybersec,213,8.24
Ylorezozi Ididika,Cybersec,217,7.07
Eryp Utumiba,Pwn,237,9.98
Apevuhiga Ufepakyp,Pwn,251,4.9
Ugilib Atase,Pwn,205,6.08
Uhi Ahyd,Teapotting,202,6.88
Ocoqulyto Oxezeg,Pentest,225,6.37
Ezifus Ewavideleh,Pwn,216,4.06
Uralijojyr Ocukahij,Teapotting,249,5.17
Avu Oseb,Pwn,254,8.97
Yduvoje Ubisipa,Teapotting,215,7.8
Ufovekube Ucibo,Forensics,212,8.69
Ebitykedek Akozez,Teapotting,222,5.24
Opomyx Axi,Cybersec,215,7.15
Ajixe Inesycyb,Teapotting,256,7.56
Iporekys Akefeke,Forensics,213,9.12
Afa Atuvajyhy,Cybersec,239,6.98
Abi Ityq,Cybersec,215,5.09
Upi Ykuh,Teapotting,205,6.53
Ulasa Ylazyze,Cybersec,206,7.97
Ilefufabod Adezyfy,Cybersec,234,8.91
Ivohece Elyd,Reverse,245,5.05
Isotokodo Epyvydu,Forensics,209,6.5
Utyfikac Ifulelaw,Reverse,260,7.54
Uhoc Ahowewol,Reverse,225,9.75
Ocivemowo Yhahyly,Cybersec,230,8.76
Oxysa Ulewefy,Teapotting,260,9.31
Ereluhovuw Ijyzaq,Cybersec,224,7.5
Ykebaraf Odokapyjes,Forensics,237,6.78
Ujyty Ypoko,Forensics,241,9.95
Yly Yxiqofu,Cybersec,229,4.36
Uqoje Ysotygysu,Forensics,208,4.78
Ygejyselaj Ypugezy,Teapotting,221,4.48
Yvaza Urysexe,Reverse,201,7.28
Ewe Atemoguzid,Cybersec,224,8.43
Ypehaqopyb Orug,Cybersec,239,8.55
Aqyqiwywyb Ydygogykiw,Reverse,239,9.96
Ynykag Omogalizu,Teapotting,230,5.1
Azit Uwevova,Reverse,200,9.36
Icuwy Avig,Forensics,251,9.06
Exetuh Ydem,Cybersec,237,4.98
Ygo Yxipimymyn,Cybersec,238,8.07
Iriqaxi Arogirody,Pentest,258,8.9
Edywano Ypuc,Reverse,222,4.32
Usotyv Awopen,Pwn,204,4.14
Ahitukujef Elojyke,Pwn,246,9.7
Ixiqopi Iviru,Forensics,248,5.31
Ujoky Oxinyxajed,Forensics,224,6.81
Ojohyzed Enaluluvum,Pwn,235,4.03
