name,faculty,group,gpa
Ipofoliry Ejibyvok,Pentest,253,8.41
Evosy Oreryva,Pentest,224,8.41
Ufi Igoj,Teapotting,202,7.93
Yxotylima Ubec,Pentest,240,9.62
Ulomufawah Yqivoqilyc,Forensics,209,4.65
Icy Ojezusa,Pwn,253,5.86
Ygiqazugi Ykoxeqe,Cybersec,247,9.33
Olat Ewiv,Teapotting,255,7.34
Oretas Emygoful,Reverse,209,8.21
Aqoqyk Emidypidow,Cybersec,241,8.79
Yzagi Etorav,Teapotting,202,9.22
Ypequkeki Ulyquqabef,Forensics,236,5.65
Opetowyzib Etokavo,Pwn,227,6.42
Awagiqidi Izefom,Teapotting,240,6.05
Iquje Oqam,Forensics,235,4.25
Obuzalico Icam,Forensics,202,5.62
Edehaqoxyj Ocyni,Pwn,226,8.37
Okydudokym Upyju,Pwn,212,9.45
Avubes Uky,Pwn,219,7.64
Aquwizyge Afep,Teapotting,211,8.05
Etaza Ufalofew,Teapotting,241,6.7
Ilotok Ozilupoci,Teapotting,243,9.86
Ocoqonyp Asex,Cybersec,254,4.07
Ufogig Eru,Pentest,215,7.04
Yluqiwe Acabesa,Forensics,251,9.7
Itocafubo Ynep,Pwn,245,7.31
Ujahasu Ije,Forensics,258,4.66
Upovede Ojezadim,Forensics,243,4.83
Ysec Okipucamyz,Reverse,231,9.09
Ahob Ifyj,Pentest,212,8.7
Opar Asocej,Teapotting,222,7.73
Ily Ulicezibu,Reverse,220,5.51
Itipop Ocugidahu,Pwn,202,7.06
Iqukabyh Egikogezib,Pentest,246,4.39
Exaq Iji,Pentest,206,9.81
Opyfozise Ukah,Forensics,253,8.13
Ibele Ugedanoq,Forensics,250,5.42
Oxycaketyv Oru,Pwn,224,7.49
Ecepet Ohejazyk,Teapotting,205,4.09
Ylaly Ynihyganit,Forensics,206,4.79
Isuvelaxo Opokete,Teapotting,214,8.43
Yfuleba Asy,Forensics,203,7.03
Ibu Ijas,Pentest,250,7.98
Ynipyc Ehedafyzyq,Pentest,208,6.28
Aleqida Evire,Cybersec,235,6.37
Yhu Ukagopu,Pwn,221,8.9
Ygagibatyq Omawi,Reverse,222,4.74
Uxafadyv Ucoc,Teapotting,240,5.17
Utymave Uqywo,Teapotting,221,7.42
Yvikyfir Eno,Reverse,253,7.85
Evysefawi Ikypa,Forensics,247,6.99
Ybe Ysos,Pwn,232,7.9
Ynybuguq Ezequ,Reverse,221,7.39
Ekuris Aho,Pentest,206,7.48
Uvi Ata,Pwn,203,6.24
Ynycacajum Onetumiwig,Forensics,235,6.68
Uhagu Ykypurun,Pwn,204,6.15
Alaxe Agud,Pwn,228,8.35
Ijobyni Ajovofiz,Pwn,223,4.85
Uzefefes Yjojyb,Teapotting,242,9.76
Ylim Ocuxi,Forensics,210,8.65
Eriletam Iru,Reverse,239,8.72
Egobolih Akirobij,Forensics,201,7.18
Ili Ujasevy,Pentest,253,4.99
Uzyxedi Uhyzukana,Teapotting,214,7.75
Ipu Agiwal,Reverse,222,9.92
Ibivu Ycusatid,Cybersec,234,5.91
Aby Iwapyv,Reverse,206,5.0
Anivyvej Yxiwewuzit,Cybersec,204,5.18
Eti Itefabag,Forensics,216,8.73
Anysicyjek Ymitemaxyx,Pentest,200,7.45
Ukabekuq Oxacy,Forensics,203,5.6
Yjocota Ydus,Pentest,244,5.68
Itit Esyruroxu,Reverse,239,9.8
Oxamacyto Ujys,Forensics,206,5.91
Oposebeq Usaqehazom,Teapotting,247,6.8
Asycyhixof Yjowu,Forensics,216,8.33
Ytogeke Ilinozyv,Pwn,229,5.38
Oqa Ima,Pwn,226,6.71
Ejikug Ofora,Forensics,208,5.8
Akemawefe Ygiwuqemig,Teapotting,214,7.83
Ixep Yposa,Cybersec,239,8.82
Udyzofe Ycibepiba,Cybersec,246,7.67
Enyjawip Yzavewyqef,Teapotting,248,6.95
Eqaryw Ajucyh,Teapotting,223,8.4
Elaji Odesexam,Teapotting,222,7.02
Otycyluza Otyw,Reverse,200,9.98
Osuhyk Ukalucuqi,Pentest,244,4.96
Uqibywigym Ykiwezow,Cybersec,234,9.58
Irup Orukeny,Teapotting,250,6.23
Awuxezul Osilaqif,Pwn,228,7.93
Eciho Axahuqex,Reverse,215,8.84
Ukiwegi Ememidesyp,Reverse,212,9.86
Ewuzozofos Iver,Pentest,213,8.43
Ila Izeh,Teapotting,247,9.0
Etizu Evufu,Forensics,254,8.78
Aqixyja Ehihar,Teapotting,228,7.67
Ixumigec Eloledocu,Teapotting,224,8.65
Oka Ysoj,Reverse,205,6.67
Udaj Unozuxemiw,Pentest,219,8.79
Enat Emuguqape,Pentest,207,4.68
Ohyt Urabaxur,Pentest,227,4.31
Yji Usyxehumiv,Pentest,210,7.51
Ykyfaxycu Ubyzoq,Cybersec,221,7.25
Elixiziz Ysiluzicyk,Pwn,210,7.97
Yqok Igym,Reverse,225,4.86
Ugyxaf Afu,Forensics,213,9.26
Umirapum Egybuz,Pwn,239,6.41
Yjopoda Ada,Reverse,224,4.44
Etu Ahawywyq,Teapotting,250,9.42
Emubimyva Eqapoj,Pentest,207,4.83
Ixexupine Una,Teapotting,232,9.12
Upe Irisave,Pwn,240,9.69
Ekyq Ynu,Reverse,219,7.84
Obakuqita Udirogobyq,Pwn,226,8.86
Ecogeju Ymit,Pwn,213,5.63
Awomiq Efiv,Pentest,231,8.53
Unahyqem Imi,Pwn,245,8.57
Ocycokisy Ejesoluda,Cybersec,223,8.39
Aqala Aziwi,Pwn,259,6.6
Yvunezubo Alopyj,Pentest,231,4.61
Eni Ugisyfiw,Teapotting,209,9.39
Ulu Oda,Forensics,227,7.84
Ufufy Ykoc,Teapotting,236,4.19
Ace Uzuku,Reverse,219,8.0
Udyvehica Odat,Pentest,209,8.86
Yjopud Obal,Cybersec,247,6.11
Ejaketubi Inirycypu,Pentest,210,4.69
Yso Avipos,Pentest,210,7.63
Arumifehyw Ucekaje,Teapotting,209,6.72
Idejexasos Ykiv,Pwn,235,9.54
Ydik Uqyres,Teapotting,243,4.39
Esacono Ilotizyba,Teapotting,254,8.92
Ahukyc Adoherec,Cybersec,252,6.87
Abab Ubalobup,Cybersec,214,8.45
Anevovek Ilasyciz,Cybersec,252,8.22
Ujazo Ixelydi,Cybersec,245,9.97
Oruxij Ahizu,Reverse,256,4.73
Awoqates Asiwas,Pentest,242,4.35
Ysuco Oralig,Forensics,241,7.86
Uxibec Ucydy,Teapotting,245,6.35
Ozuwuwo Ugykyfymi,Cybersec,252,7.14
Yzymeme Iqek,Pentest,260,8.33
Ylegypy Oce,Reverse,220,8.02
Everym Umek,Forensics,240,7.0
Ibybuciba Uby,Reverse,260,8.56
Emekypyx Aruqufo,Forensics,219,8.34
Igogyhad Igat,Teapotting,231,9.92
Ijata Ocecelur,Pwn,251,7.96
Elilo Igysy,Pwn,256,4.08
Icynypagic Umycasawos,Pwn,256,7.76
Okuzuga Azyfejyv,Cybersec,228,6.21
Ynodesexas Ale,Reverse,254,5.96
Oryn Ycalyp,Cybersec,255,6.7
Yjamohupoq Egygiki,Teapotting,221,6.68
Uqowozeby Oviruqisi,Reverse,215,6.48
Uwah Uragev,Pwn,226,9.43
Ywukeniq Eqyrap,Pentest,218,9.94
Upice Yfocim,Pentest,241,7.41
Ina Awigyvir,Teapotting,250,5.73
Asepiqer Ozaqesodo,Cybersec,244,9.56
Ycedys Ucufiwu,Reverse,214,8.82
Umyqyginy Oko,Forensics,219,7.68
Usiw Ekygewuw,Teapotting,250,7.55
Ulolox Ovobacozu,Pentest,255,6.91
Ymeti Ydilolu,Forensics,242,7.53
Ykybe Epylawo,Pentest,234,7.98
Orexo Efexyj,Pwn,246,8.11
Ogyqel Oke,Reverse,238,5.16
Upalyp Oqanoquxu,Teapotting,226,8.03
Ixuvowuviw Uxorago,Cybersec,242,9.52
Ijygacegyw Udy,Forensics,242,8.88
Ysy Uratuporu,Cybersec,241,4.68
Izukah Uwetij,Forensics,241,9.29
Yzok Uxy,Reverse,260,6.99
Ekuhycage Arek,Pentest,225,6.59
Efysuwezol Ikavu,Cybersec,246,5.93
Imybuz Adypa,Pwn,248,4.49
Ebapuriz Ukytoxi,Forensics,255,4.67
Ijivak Ecisexoja,Teapotting,229,6.53
Aveq Uqynedoqe,Reverse,255,7.42
Ovylum Elunomeher,Reverse,215,5.81
Yvejytafox Uwir,Cybersec,238,4.63
Ydo Aqobu,Forensics,216,7.31
Ajehus Ucy,Pentest,245,4.49
Afahy Ihavege,Cybersec,243,8.01
Onome Owigaxyqi,Forensics,246,8.99
Epavyvobur Upybasuxe,Pwn,202,4.45
Irytot Ezobituka,Forensics,238,6.75
Avuw Esuve,Reverse,231,9.78
Iruquriry Umegefu,Cybersec,228,9.29
Yjyzy Edew,Pentest,216,9.26
Oqevylodic Aseci,Forensics,251,6.02
Ixitec Ima,Forensics,223,7.43
Ejipuvodar Ujunulohoz,Pwn,224,5.38
Ubyqe Obywefasyp,Forensics,243,6.36
Ody Efeqyfote,Teapotting,229,4.44
Omi Ikaj,Teapotting,257,7.77
Ubol Aqaxujok,Pwn,238,8.6
Oramejowo Etijynile,Teapotting,227,7.18
Ibyve Egydojalog,Forensics,231,4.33
Ybuxab Uqisirabuh,Cybersec,232,6.78
Utapeh Ixulare,Forensics,217,6.55
Yry Erote,Cybersec,201,5.78
Uwekequfyt Akokimeta,Cybersec,218,7.38
Yfaroq Usasom,Reverse,255,6.67
Ymi Ehe,Teapotting,228,9.86
Uhunaqohi Ajivik,Reverse,211,9.35
Epysy Ebawa,Reverse,233,4.57
Ugepuvuh Okukukypyh,Teapotting,233,7.26
Ovypewy Aputesewom,Reverse,228,5.88
Osepybakiz Umatomef,Pwn,203,5.95
Uho Ylev,Cybersec,205,5.55
Acahaguz Ewomyny,Cybersec,234,8.26
Emiveqokyc Atarufok,Pwn,247,9.31
Ucuralyle Ivywiz,Pentest,255,8.96
Atuk Idetu,Reverse,232,5.61
Edevuwuw Itep,Cybersec,256,9.14
Asecu Imah,Cybersec,203,5.47
Yrewumo Exojemysef,Pentest,241,6.4
Ufykomone Yfoxoxo,Pentest,213,8.99
Eforyh Eqipi,Pentest,207,9.67
Ecypyga Ahab,Forensics,227,5.59
Efyfiw Yvudacele,Reverse,211,6.67
Izefe Ace,Cybersec,226,8.79
Afaheh Opih,Pentest,216,8.04
Afagy Efumysej,Pwn,242,8.07
Uguhil Ufo,Teapotting,260,7.15
Ofokyxyvij Amovodowyq,Pwn,232,5.63
Iwaqevapa Ylu,Pwn,204,6.06
Ymolosyhom Odiqufaga,Forensics,244,6.91
Oxoqyq Ohus,Cybersec,219,6.48
Evyda Oqibe,Reverse,260,7.77
Enuxyca Ojifudoq,Pentest,201,9.23
Udugovegu Okyc,Cybersec,235,7.18
Oqydorahes Ame,Forensics,236,4.23
Eqociv Yso,Pentest,224,7.46
Olururep Ucitimohef,Forensics,245,6.07
Upemi Yrer,Teapotting,222,6.46
Adid Ureneqez,Pentest,244,8.12
Urowipoz Iqysojiv,Reverse,214,5.46
Epu Acyfejyti,Teapotting,241,6.45
Yjokohac Ixe,Cybersec,240,6.89
Akimuw Ijud,Pwn,238,8.94
Isyvasixa Okupi,Pentest,219,7.96
Obabajoxor Ikug,Forensics,218,5.33
Ijuna Uqade,Reverse,244,7.4
Iro Uwifyr,Pentest,249,8.81
Yzavyzu Opuzyz,Pentest,210,4.82
Exugoj Azapemelu,Reverse,221,6.32
Agazu Elahunikaj,Forensics,210,4.63
Oxudiqujed Upuqem,Forensics,249,8.4
Ydymana Ifimuxyme,Pentest,247,8.55
Uqyfuzusez Yjusujy,Teapotting,235,9.65
Exiwaxac Ovigywafi,Teapotting,237,5.91
Odomusel Yvoweciz,Cybersec,216,4.72
Enevyjuniq Asyx,Pwn,207,4.3
Ezaqubolok Ijav,Pwn,205,8.2
Owu Acek,Forensics,231,4.24
Ihozycy Oluwyk,Pwn,258,6.14
Azy Ywezoduta,Teapotting,208,4.1
Eqavunuluf Oma,Reverse,253,5.12
Ygi Unoluduny,Cybersec,216,4.82
Ulyhinazi Ojyquh,Cybersec,229,9.85
Odu Yxek,Pentest,213,7.14
Oha Akylyli,Reverse,206,7.06
Emiq Yninigarap,Teapotting,246,4.37
Icajozuzov Arutixegyd,Cybersec,246,7.69
Usago Iki,Reverse,219,8.38
Owita Emy,Forensics,250,7.31
Uqafabitih Awizexirow,Teapotting,216,4.76
Unur Apo,Cybersec,238,5.7
Osuredeh Ocyvuzo,Teapotting,218,7.7
Ubuquhyjyp Oxitubi,Teapotting,227,7.54
Axolyc Aquxofy,Forensics,233,7.65
Orozyru Uxuziw,Pwn,204,7.64
Ycu Eworenyv,Teapotting,253,8.32
Ogelozycug Ibud,Forensics,256,7.88
Ibozifulyj Iqur,Forensics,253,6.11
Ecojyfitu Anid,Forensics,208,7.98
Uwelilel Azajiryja,Forensics,200,5.79
Ywoq Ilakeva,Forensics,260,8.32
Udaqel Odudozi,Pwn,243,6.79
Asexak Ofaqane,Teapotting,243,8.81
Ovevuha Ajyvekafyx,Pwn,228,9.95
Ejasilesi Owynac,Teapotting,200,9.76
Amohy Uqopiko,Forensics,220,8.36
Imapab Aruve,Pentest,200,9.85
Ifid Isyzaciza,Teapotting,232,4.87
Evelavo Eja,Pwn,255,8.79
Icupuhoh Yxyzaqi,Teapotting,255,5.91
Igaxa Ygametyxa,Teapotting,244,4.98
Ywadivez Uqukizyq,Pentest,209,9.8
Uqomi Isasixycu,Pentest,225,6.45
Onej Aro,Forensics,253,8.92
Exycimukuw Uly,Forensics,240,8.26
Osu Amuqiki,Forensics,243,6.04
Axepokixav Ufasiw,Reverse,247,7.7
Eryba Ekuf,Pwn,228,4.05
Oqul Uduhici,Pentest,249,8.28
Iqo Ohinusev,Forensics,241,9.12
Ewy Amy,Reverse,210,6.02
Ape Ygace,Reverse,201,6.21
Asovog Ukuneriv,Pentest,212,7.65
Uhyq Abalogi,Pwn,207,6.98
Elivetesek Ipyvin,Cybersec,234,9.38
Yxacow Axi,Reverse,211,6.17
Aso Yhyry,Teapotting,240,8.93
Ucymok Uladu,Reverse,215,8.34
Iqebasif Ewok,Pwn,204,5.99
Ofujysidec Exodirev,Pwn,227,9.36
Exojybib Ago,Pwn,216,9.46
Igymeq Agywoqi,Pwn,204,4.47
Olovuh Eqirymawo,Forensics,259,8.66
Ucyv Ihy,Cybersec,250,4.03
Ytaxavex Uxucivoqod,Reverse,236,8.39
Yxufow Obos,Teapotting,250,4.18
Ijolupubuj Ahebumoj,Cybersec,207,7.72
Aguzafocu Ujizeqyx,Pwn,209,6.83
Oguwazoca Arenakoz,Forensics,241,9.02
Izegoteq Anysunetys,Reverse,203,7.71
Ype Ocix,Teapotting,216,7.37
Ymucecaku Ucidimaz,Pwn,226,5.68
Yqyvuqosew Uvutuq,Forensics,247,8.13
Uzewo Uka,Pentest,217,4.76
Yco Egi,Cybersec,246,7.61
Ipovuqy Ikajenuvyq,Cybersec,201,8.18
Yjiregy Ohyfor,Reverse,255,9.29
Alolonoca Opeguzum,Reverse,236,9.18
Umutyl Icuj,Pentest,238,4.59
Ypuqar Ojuji,Teapotting,249,9.84
Idevytivi Ovahaq,Teapotting,211,4.54
Itaqyqo Uporer,Teapotting,223,6.89
Avymyqeby Izat,Forensics,223,4.34
Upuhu Iqyfib,Teapotting,216,4.17
Ulyzanyj Obu,Teapotting,211,7.18
Ikaby Ygehixev,Cybersec,204,8.74
Ihelehyco Axysadiv,Reverse,228,4.11
Eduwoq Irym,Pentest,208,5.8
Yhydazyzyg Acedud,Teapotting,233,6.29
Ujov Aruxidyr,Pwn,220,9.25
Owol Uhe,Reverse,252,4.33
Ipe Osaqaqube,Teapotting,219,7.75
Icigypify Ijuqi,Cybersec,210,4.8
Azy Ulo,Teapotting,246,6.18
Ymi Uzybub,Pentest,214,6.25
Edeverypi Ibepujofu,Reverse,258,4.87
Yty Ixawemisoz,Pentest,260,9.84
Ofuzag Enujap,Forensics,239,5.07
Ubi Inogipumen,Forensics,220,9.92
Ucuqu Uzawuti,Cybersec,234,7.78
Yjiqac Ecajy,Pwn,254,6.24
Orikib Uvidyluho,Pwn,249,9.77
Iva Isyl,Cybersec,241,8.35
Ulydarafoc Oxafutu,Pentest,204,8.41
Upepamuxi Uhoqegy,Pentest,226,5.78
Itiduceqa Ilohys,Reverse,257,5.55
Yjic Anujim,Cybersec,208,7.7
Efus Ewivoq,Cybersec,205,5.16
Owa Aqeqydu,Pentest,252,6.93
Ixisub Ydis,Teapotting,204,6.55
Ojoqasitu Okacimo,Forensics,237,7.61
Abucupu Eheq,Cybersec,214,8.33
Iqiqydiwem Oruhorowe,Pentest,232,4.74
Uqo Itevo,Pwn,210,7.07
Epavipy Ebukyzowe,Forensics,220,4.04
Etubaxokex Ohab,Cybersec,251,9.63
Iwikohoko Utykul,Teapotting,235,7.45
Efowe Icyloten,Pwn,207,7.75
Ilabeja Yquhaqywo,Cybersec,256,4.7
Yvalo Igohalini,Pentest,206,4.73
Ikiroxolu Uquxewa,Pentest,202,7.98
Ukiso Oqij,Teapotting,226,9.87
Apam Elo,Pwn,240,5.88
Otelatal Icam,Pwn,202,8.54
Oxirelyj Esy,Pwn,218,4.57
Ize Ikawibos,Teapotting,260,5.38
Uquki Ikuwihagah,Reverse,217,8.92
Ikeg Utohewep,Teapotting,221,8.86
Oki Ely,Reverse,233,5.32
Ileteti Yfohe,Cybersec,243,6.94
Ydep Ydylyvoquw,Forensics,212,9.62
Epi Aqapyte,Reverse,245,4.76
Opes Ilova,Forensics,234,7.66
Itogyf Osywi,Pwn,209,7.57
Okevypex Etuzizy,Cybersec,258,7.96
Ynupeqoqy Exipyxehud,Pentest,246,7.66
Egevohut Uhamise,Forensics,231,6.19
Unase Uradomoz,Teapotting,236,4.27
Oxomu Azege,Cybersec,240,9.56
Ohof Ururig,Cybersec,208,7.19
Utoh Ibip,Pwn,259,9.07
Ohuqufebub Ugudarigy,Reverse,203,8.53
Ozet Ysate,Reverse,206,7.55
Uxisuv Ipen,Reverse,236,7.57
Efiga Asegahago,Cybersec,222,8.13
Ysygagijyf Idyr,Teapotting,210,9.59
Opomudaj Osyzyqowo,Forensics,225,8.53
Atywe Uhytoku,Pentest,225,8.92
Aciq Ugubexoje,Pentest,204,5.5
Ujuribi Etenanela,Pentest,260,8.05
Apojuj Eko,Pwn,251,8.09
Icepexyt Uqysikyg,Pentest,213,9.0
Uviwub Eqa,Reverse,238,6.69
Ehykuher Ihijyn,Forensics,235,5.59
Azyv Ili,Forensics,217,9.4
Imado Amol,Pentest,211,8.47
Esi Ykozinufi,Teapotting,217,8.41
Upuq Ilinyriq,Teapotting,202,7.89
Oxucizi Uqyqoziny,Teapotting,213,7.14
Awavo Ygev,Forensics,250,9.45
Egetiw Idaj,Teapotting,209,7.78
Yqemo Usugexaqod,Forensics,239,4.97
Ubylamup Ytifasof,Teapotting,235,4.88
Ovimysohox Ici,Pwn,244,4.47
Yceja Orawyhumy,Pentest,223,4.71
Idyguk Ebotynaha,Pentest,221,8.15
Eqykusib Oralo,Teapotting,226,6.31
Ehy Yzizo,Forensics,217,9.46
Ygykyzohin Ijobukit,Cybersec,215,7.99
Ywa Ykopys,Pwn,247,8.91
Ixorenofus Ogyveto,Teapotting,221,6.03
Uqa Aqebufoz,Forensics,247,8.43
Awijy Exujokibyt,Pwn,255,7.47
Ecezecy Ivi,Reverse,222,6.16
Ibir Ikaqykos,Pwn,247,7.93
Yro Usakuj,Forensics,201,8.72
Agof Ilu,Teapotting,252,5.5
Ypadykyxop Eqyzud,Cybersec,203,4.81
Ylud Erepumi,Teapotting,212,6.09
Ynysas Idihyxixe,Reverse,220,5.66
Ybutofewu Orubipific,Pwn,202,9.45
Idyvofyq Elasagocew,Pwn,251,6.36
Inibiq Oquq,Pwn,202,6.13
Epypuxyh Umafa,Pentest,216,4.41
Oho Ama,Pentest,248,7.53
Yhyku Isuby,Teapotting,207,9.25
Acidykywy Yduhydove,Pentest,256,6.38
Ubeb Ero,Pwn,215,6.83
Opap Upymez,Forensics,225,6.54
Eqizowix Osyda,Cybersec,260,8.61
Ohyhajupis Ugelaxoj,Cybersec,230,8.41
Usuly Ajyvapoz,Pwn,234,4.93
Ohih Ucyjevadup,Pentest,239,4.27
Yporiweren Ycasyked,Forensics,252,6.29
Ibemilogap Ivysogutuz,Teapotting,201,8.26
Ohademivu Orugaqo,Pentest,244,6.33
Yju Yvofahoraw,Pwn,231,7.63
Ure Eqitunypof,Pentest,255,6.53
Ejejom Agidosy,Reverse,218,5.51
Isami Efufiti,Forensics,202,6.24
Esul Ybinyta,Cybersec,238,6.88
Ulafejyv Evecuk,Pwn,251,7.0
Ogo Iqym,Pwn,230,8.18
Ycifidunek Evyvobeku,Forensics,223,4.85
Idaju Udadidijuh,Forensics,207,7.45
Ara Ymahuhabe,Cybersec,253,6.49
Olocyvyxal Aguxohuhu,Reverse,260,8.44
Odalujy Uru,Pentest,245,8.8
Uqif Ufud,Pwn,213,7.18
Ozixebor Oxolokyxa,Forensics,213,7.42
Evuh Ywe,Pentest,259,4.14
Esojylu Ydimecyze,Forensics,203,9.07
Ojanacyn Ewej,Pentest,231,8.72
Ivobe Ucidopas,Cybersec,219,8.7
Ajimito Ewywuh,Cybersec,229,4.48
Abawovaqe Imepoteba,Cybersec,233,6.12
Ubesezo Yzehycyc,Pwn,205,6.47
Icihupa Okepetu,Pentest,210,9.35
Iromogycu Enyqatywy,Teapotting,249,8.61
Ihynu Uzatusuw,Pentest,212,5.77
Abyvivin Ycovagiqi,Teapotting,231,4.39
Opakic Uxyzati,Cybersec,234,9.62
Uqequm Exuno,Pentest,221,8.35
Ohyle Osofifuz,Cybersec,245,7.87
Ywyryg Exokeb,Pwn,237,7.04
Ise Ugyzod,Pwn,204,8.91
Unalubafo Ajimily,Reverse,223,5.02
Ozaxapofu Ovozawok,Pentest,248,7.15
Okoma Itysogixe,Pentest,257,4.98
Oqeromary Ahoq,Reverse,256,8.81
Okoti Epolu,Pentest,244,6.99
Ivez Idip,Pentest,205,9.67
Itydaq Ibudel,Reverse,227,4.12
Ydyhicyqac Aqixaxoco,Reverse,222,6.81
Udywifujep Ofypav,Cybersec,247,6.75
Axedysihu Ysigamacet,Cybersec,260,7.92
Ylejos Ukatusa,Forensics,231,6.53
Alagypi Ekod,Reverse,224,8.06
Onyk Upycecyp,Reverse,256,6.22
Avyto Atyq,Cybersec,253,9.96
Opu Adin,Reverse,213,8.81
Ydem Ovi,Pwn,259,6.39
Elipona Yhaginim,Reverse,232,8.41
Aqaj Ymoj,Reverse,233,7.88
Ymicu Yvudece,Forensics,211,8.02
Ifahiziby Ymo,Cybersec,238,8.58
Ajinaqud Odebugula,Teapotting,250,8.66
Yvaz Acapetysy,Pentest,253,9.69
Ukywalixe Elezol,Reverse,254,6.14
Agisorut Avom,Reverse,215,7.97
Evihamuh Okakocoqeh,Cybersec,216,8.3
Edimydumu Oted,Teapotting,200,8.88
Uwopinowu Ivokotan,Cybersec,214,8.51
Ohykuloj Yqy,Teapotting,213,9.56
Asoduxaxix Ijymor,Reverse,215,8.1
Ymex Otaxugox,Cybersec,200,7.66
Ewywekixu Emureto,Teapotting,219,4.03
Ipo Oqylery,Reverse,204,4.1
Edy Araginup,Cybersec,217,8.63
Ycu Uligetu,Forensics,243,4.57
Ujadeq Igovajele,Pentest,249,7.21
Uxa Ibilu,Pwn,227,5.82
Ixirizysy Exin,Reverse,230,7.83
Uxanolemyf Amy,Cybersec,224,5.65
Ifoza Ucosac,Forensics,205,4.98
Azo Ydiwumu,Pentest,234,9.11
Edasyjavaz Ydifyse,Pwn,255,8.02
Ypofif Aqadivaf,Pentest,252,7.79
Ymaq Ita,Teapotting,218,9.5
Umifafyf Ycizeme,Teapotting,235,5.49
Axekyp Atoset,Reverse,204,8.79
Uxafofo Axawixu,Pentest,232,4.17
Yjybizapoz Uvuco,Pentest,224,5.32
Ikim Ixyqec,Pwn,216,6.71
Ifaboqeq Ukutiham,Teapotting,246,4.77
Uqejan Uren,Teapotting,245,5.31
Eheloqata Umuwydete,Cybersec,240,7.75
Ibysun Ileda,Cybersec,207,8.63
Azyf Amyrira,Pwn,235,4.85
Aky Ezyh,Cybersec,242,6.61
Ykyqaz Icymih,Reverse,235,9.68
Ydyzypoqog Abosiga,Forensics,213,4.93
Uzuh Ekifala,Pentest,237,5.66
Iromofel Ijecuq,Reverse,234,4.65
Ugi Yfawypiv,Cybersec,224,4.99
Ypexosyr Ulediny,Reverse,201,6.05
Onymolozu Edifufu,Pentest,236,9.45
Eqyqyg Ecis,Pwn,234,9.1
Uluwavovy Ybe,Cybersec,211,5.16
Izefe Ahazan,Teapotting,245,6.16
Ohid Avajuhys,Pwn,238,6.16
Ecarokazej Epedy,Pentest,203,9.09
Ysenafy Ewel,Reverse,203,6.46
Ozupuzow Iqasatiqo,Forensics,226,5.85
Uve Ofonen,Cybersec,241,7.09
Imobu Agajacuvoh,Forensics,224,5.25
Usivewosid Etel,Teapotting,233,4.96
Yhubug Ajo,Pentest,209,4.32
Igec Ixim,Pwn,250,8.99
Iloxisub Ylibi,Cybersec,252,6.31
Yvusoxohug Uzyky,Forensics,205,4.92
Oniw Ehotulobyn,Teapotting,242,8.35
Omyb Ysy,Teapotting,254,7.97
Ysele Eri,Pwn,244,5.93
Urytu Egok,Cybersec,253,4.64
Ibivofu Aletel,Reverse,229,8.85
Egisa Ogohihij,Cybersec,210,9.68
Ylihyh Ytos,Pentest,227,9.65
Ukicip Ezoz,Reverse,229,7.41
Etip Yci,Teapotting,258,4.06
Ysezic Inunipyx,Teapotting,219,7.15
