name,faculty,group,gpa
Aniqehuw Amugevujug,Pentest,217,5.09
Ymanyziled Esejulivif,Reverse,255,7.36
Esogagaco Usofiwep,Pwn,248,7.61
Azuf Etyj,Reverse,247,5.91
Yhesi Axohyre,Cybersec,213,4.5
Utynequ Ibysoqigak,Cybersec,260,8.78
Eqofuj Ixofedeku,Teapotting,231,7.73
Ego Oruhoxeqo,Pentest,250,6.52
Ysoby Iwypy,Reverse,237,4.16
Umybarecu Ikyhadiqad,Pentest,245,4.98
Apavoju Efoz,Pwn,239,5.76
Eqilatuce Ymovy,Pentest,252,5.5
Yfab Ugafikowy,Forensics,253,5.74
Opaqy Evoxeho,Pentest,211,9.35
Enerokykuw Aja,Pwn,251,6.89
Yfoqizaluf Egydiguwoz,Teapotting,237,6.36
Exojuhoka Icynomoje,Reverse,226,6.08
Avo Ipyry,Reverse,211,7.16
Axyqakaj Uwimy,Pwn,203,4.28
Ycyme Oby,Reverse,205,8.7
Awunonuhat Enafyne,Forensics,242,5.08
Uly Ikyroneke,Teapotting,200,6.09
Osywexytyn Ybys,Pwn,207,5.03
Etexa Ilojykugu,Cybersec,233,8.17
Yqyby Ykykowu,Pentest,244,4.97
Eteny Ycihysobo,Cybersec,221,6.85
Onetetizat Ova,Reverse,235,8.37
Okebywovoz Eqolo,Reverse,208,5.51
Iluxohoh Ufymeb,Reverse,208,5.87
Ekyferyze Ita,Pwn,237,7.26
Ubes Uhojobiza,Reverse,236,8.96
Ydi Irudut,Reverse,240,7.41
Aryxyz Atiqobaly,Reverse,210,5.3
Azapab Emiqymoxe,Cybersec,217,9.19
Acoxasot Omaqufe,Pentest,226,8.38
Ajyj Utur,Pwn,224,9.61
Axe Axovopic,Pwn,260,4.15
Yhapun Osubutije,Reverse,228,7.62
Enoqadi Ixilobo,Cybersec,248,7.97
Ynycetyt Ygogu,Pwn,210,8.21
Umof Yhek,Pentest,234,5.26
Ixazehi Osyji,Forensics,234,8.93
Ysoluvocif Elyz,Pentest,218,6.59
Ady Ahy,Pwn,252,6.23
Uzyd Ojujyviji,Pwn,237,5.89
Ozir Exage,Cybersec,215,5.62
Elydu Ityguxutu,Forensics,214,6.03
Ojykesoxe Onepawu,Teapotting,238,5.83
Eruhu Ysywecat,Reverse,200,4.58
Ecusaqu Afamimugaz,Cybersec,242,7.39
Ykukuz Ozan,Teapotting,241,8.48
Ewujat Ida,Teapotting,251,5.41
Ulydusowyj Alizyger,Reverse,249,5.37
Erup Ujo,Forensics,230,7.94
Ytawudyw Usozyq,Cybersec,227,6.24
Unobitu Ipodyn,Cybersec,205,7.55
Ukix Odufeb,Pentest,207,6.87
Ytycehof Aviqisiw,Pentest,257,4.05
Yci Amugit,Pwn,213,7.48
Avyr Asyfiza,Pentest,227,6.84
Eqona Ybelurise,Teapotting,230,5.34
Owyzytudys Yvylyluv,Reverse,209,5.21
Ecaf Ikih,Reverse,252,4.37
Ehituvytur Adolu,Teapotting,204,7.44
Ijexilu Ural,Reverse,213,8.69
Inawyname Utabany,Pentest,252,5.72
Uroguxyci Ysywafez,Pwn,232,7.74
Uguw Yzamojuryw,Cybersec,203,8.13
Elacyxa Ogot,Reverse,219,7.83
Ezyv Iqivijufec,Pentest,202,8.58
Ydo Ibos,Teapotting,201,9.67
Amehyhor Exequ,Teapotting,260,7.67
Etefefuseg Erota,Teapotting,222,5.83
Ukyxykajy Elirajaxa,Forensics,260,8.05
Itex Evohizej,Pwn,247,9.29
Ixaqu Azotypig,Teapotting,254,7.56
Ecasu Yjuz,Reverse,223,5.55
Ubane Yzawolydur,Pentest,204,9.69
Ycuwiqu Enoty,Forensics,212,9.67
Ekewavaso Edylet,Pentest,229,5.71
Ebaryq Epiwutoj,Cybersec,220,6.28
Ocelobejyq Ifuqabuvop,Teapotting,213,4.34
Iza Ifigipuqe,Cybersec,245,9.12
Uko Exyg,Forensics,226,4.71
Afesapi Uvubuzoxok,Cybersec,240,4.56
Akapepy Oqakycytup,Pentest,229,4.68
Upoq Oqijyfuku,Forensics,233,4.08
Osezez Alarocyse,Cybersec,238,4.22
Ydoq Ovy,Reverse,231,7.53
Ysebe Ebaxodyv,Forensics,206,8.12
Ixulykofa Oruq,Pwn,212,6.85
Efewo Alyvuxoqen,Teapotting,215,6.17
Awasyxufom Ebovux,Forensics,229,5.15
Ujakonera Iwaq,Pwn,204,8.28
Yme Ipize,Pwn,219,8.26
Asyc Agegy,Pentest,205,5.83
Ydiv Ohebobezo,Pwn,231,6.54
Ujuzufon Acogami,Reverse,256,5.06
Yjunygodev Apofoby,Reverse,220,6.75
Aqy Yqyvol,Forensics,224,9.17
Uderozozer Ukusu,Pwn,246,4.12
Isexares Isudy,Cybersec,221,5.99
Elipak Yxy,Forensics,247,9.13
Igidygohug Ykifij,Pentest,237,6.54
Anexawaz Aje,Pwn,252,6.52
Usus Igymewipa,Reverse,247,5.68
Imebykomy Utesol,Pentest,228,5.54
Ypi Ejax,Teapotting,249,8.42
Ytifozuwyz Aviwavenyh,Cybersec,213,5.63
Ehupucesi Ade,Cybersec,213,5.09
Ebojyluf Ygofufyde,Reverse,216,8.87
Ydunozug Yralazi,Reverse,208,6.41
Ibawora Uzyxyqa,Teapotting,206,6.4
Ywiropycu Uco,Forensics,253,7.11
Enudexofi Inufogyh,Cybersec,259,9.55
Yse Edacym,Teapotting,246,8.11
Ykuky Ogigowol,Teapotting,231,7.65
Uxajimufam Ohyzev,Forensics,237,5.33
Ewa Oripyqaq,Pwn,240,8.37
Olylape Alyg,Reverse,211,6.33
Arukyra Aqegecuwe,Pwn,251,8.25
Yto Ucucu,Reverse,212,5.73
Ozawy Ekupyjeh,Pwn,246,4.83
Ivik Yjuj,Teapotting,208,5.14
Ujuwitot Ijekih,Forensics,214,8.01
Ajunazof Ejysokuvir,Forensics,211,7.62
Ozysow Usasoki,Pentest,236,5.29
Icavyvar Uzyhah,Forensics,247,6.76
Irijyjeqo Ysydukavo,Forensics,215,8.79
Oliqytahu Acicajy,Pwn,233,8.13
Edim Uneb,Cybersec,238,6.87
Emehigybu Ekybalyr,Forensics,256,7.75
Ohuci Olytyjo,Teapotting,235,5.56
Ocezi Unadamig,Pwn,241,7.19
Etab Irapolan,Pwn,210,6.4
Utoqu Udapirozuj,Forensics,215,9.25
Ode Izoqave,Cybersec,252,4.19
Yri Izunu,Reverse,201,5.51
Ahe Oxukega,Teapotting,242,9.3
Yfiwugu Ynotebi,Teapotting,258,6.5
Ugitidaje Obo,Forensics,228,8.93
Oru Ujuqopaqib,Pentest,260,6.78
Ody Ekizotu,Pwn,232,7.08
Ofupuw Yzujifi,Teapotting,222,7.91
Izyzuhi Idibi,Reverse,257,8.13
Oto Ahicovin,Teapotting,229,6.51
Ocixulicym Ohym,Reverse,255,6.48
Usugib Uqu,Cybersec,227,9.67
Ajul Evyq,Pentest,248,9.19
Exyvyr Axarokitu,Reverse,257,6.83
Ytevu Eqytysef,Cybersec,237,4.15
Oquganybef Ufizotip,Forensics,213,6.9
Idukypu Iwiqu,Teapotting,242,8.33
Ufecotony Ymufoxyjo,Reverse,241,5.25
Orohad Oquk,Teapotting,213,8.27
Uveqe Ujyk,Pwn,242,8.99
Yzozywumuz Oqihuwe,Forensics,259,6.27
Ezojuci Uhi,Reverse,224,6.17
Ajejeritu Ize,Pwn,227,4.98
Ahiseh Ajydamike,Cybersec,221,5.92
Usiziwa Owyrygo,Cybersec,220,9.89
Ocek Urotinobi,Forensics,246,4.15
Omyb Ibadusi,Pwn,231,4.06
Ewykolenun Ymyzilod,Pwn,200,8.4
Inuf Epaqozacuf,Cybersec,257,5.11
Ihetagud Ifocytudet,Pwn,257,8.55
Oci Oxeh,Reverse,203,9.3
Ucutope Uwowajizyl,Cybersec,217,4.74
Ajy Uhifa,Pwn,228,5.31
Ybuta Yfesimel,Pwn,219,6.16
Eqogo Avafuhip,Teapotting,220,9.15
Ahucawe Ynycyc,Pentest,245,5.86
Asisodis Ihi,Teapotting,227,6.62
Emud Esyl,Forensics,208,5.68
Ykir Oxili,Cybersec,253,9.74
Eta Iguq,Reverse,202,7.99
Uhuledu Ikasatotiw,Pentest,229,6.21
Uhegitu Odiwuzu,Cybersec,255,5.69
Ovugicisak Eneluvofu,Reverse,202,6.76
Oxy Isafit,Cybersec,246,8.55
Ytepony Inomygy,Pwn,209,8.21
Emy Irejikixef,Teapotting,237,4.57
Izyg Amakile,Reverse,209,9.71
Aqami Yno,Reverse,225,8.28
Opitevuzy Oxokimo,Teapotting,216,5.23
Exofedowa Epo,Forensics,227,6.71
Apemudi Aje,Cybersec,256,6.36
Okyxin Ogejas,Forensics,224,8.2
Imopymepaw Egucaxy,Cybersec,241,4.31
Esyla Aqaluvos,Cybersec,254,6.4
Uficexem Osyleh,Pentest,221,5.8
Ucycowecyv Ytoqez,Teapotting,221,9.95
Yxusufubo Azit,Pwn,249,9.54
Eboqi Iqedusy,Cybersec,227,6.52
Ajutamoqu Ybepil,Reverse,202,5.98
Ohafibu Arinufib,Forensics,233,9.56
Yjolysa Afikila,Teapotting,222,7.17
Evug Emof,Pwn,235,9.24
Etytykij Usymiga,Cybersec,206,4.82
Uwuwyra Eroxagyvis,Reverse,256,9.2
Okybihiho Apumesiku,Reverse,212,7.34
Efe Egycujov,Teapotting,207,7.75
Yturo Epimehyj,Reverse,220,7.96
Ypox Ywigi,Forensics,258,4.11
Ili Icysamify,Pwn,240,9.06
Uxujo Eheximev,Pentest,213,4.31
Uveposujug Uhepopecuj,Cybersec,201,4.72
Ixufili Ewasubox,Forensics,238,8.52
Ybetymewaj Exuditodu,Reverse,204,6.0
Imupud Etetyz,Pwn,249,7.82
Yqa Anesyk,Pentest,204,9.92
Okugag Amiwiv,Pwn,250,7.58
Ypof Ohyfi,Pentest,223,5.69
Ahyq Yka,Pentest,212,4.5
Ykikynucan Egenytyve,Cybersec,218,4.75
Amuciz Uqokipaw,Teapotting,232,6.13
Apyp Enijuto,Cybersec,222,9.31
Ofivigycaj Ywevu,Pwn,250,5.56
Upa Ozo,Pwn,213,7.25
Ozih Avu,Reverse,238,4.89
Enabub Exev,Forensics,235,8.37
Ydu Adisutive,Reverse,220,6.26
Ozano Ofeganoca,Teapotting,241,4.01
Agifyry Obysyzihon,Reverse,255,8.89
Oboc Enowif,Pwn,221,9.03
Ugaxyno Anusidet,Forensics,259,7.83
Inuxuwygy Ynyryqe,Teapotting,253,5.17
Ogipofeg Izodamov,Pwn,202,4.93
Ubega Ekajo,Pentest,204,7.26
Ecec Otagor,Pwn,219,9.52
Ogol Eruzawomud,Pwn,206,5.46
Owefu Axesym,Reverse,202,8.4
Ocaxyti Ulivugi,Cybersec,214,9.79
Uleremajy Ozoryj,Cybersec,256,7.19
Ugyqeg Opi,Reverse,211,4.72
Ejegapez Afi,Reverse,218,7.39
Yfuteh Idofa,Teapotting,234,9.06
Igiget Ajyzokylub,Pentest,207,8.84
Ototywaja Uhibe,Pwn,205,8.53
Icyqufapew Iwobajikuv,Forensics,230,5.83
Imosyheq Ejido,Teapotting,212,9.52
Ysizelu Ohosuv,Pentest,217,8.73
Ypyjasut Umazesagaf,Pwn,258,9.41
Ybabimis Edewabalaj,Teapotting,230,8.19
Yna Ocerydo,Teapotting,204,4.52
Uvifukygir Ataliqu,Pwn,247,7.87
Ojewixiwur Iwytyr,Teapotting,254,5.28
Ecicagy Udeqe,Teapotting,205,7.25
Aqa Uvilubofuk,Teapotting,206,7.37
Imume Olot,Reverse,234,7.23
Irimygez Yle,Forensics,243,5.6
Yqesi Umi,Pwn,229,4.57
Ify Eha,Reverse,238,6.23
Yzeniwe Avoqibaf,Forensics,260,8.5
Usototaxys Evopolow,Reverse,230,6.04
Ozyzebi Ufenocowy,Pentest,256,4.07
Izolimeg Akedafixaj,Forensics,226,9.21
Ycoc Ohesoquseb,Forensics,216,9.16
Uwuni Unodot,Teapotting,204,6.64
Obyqa Ipy,Pentest,200,5.41
Esuwyfu Ugyf,Pentest,252,4.53
Eso Ykuvypiqig,Teapotting,220,9.84
Ifocyrom Igivytom,Pentest,220,5.01
Opa Irote,Cybersec,245,9.46
Yseximomi Yxi,Forensics,205,6.82
Usygyloki Ubyxixeh,Cybersec,229,7.05
Ugoq Igyvymy,Reverse,221,4.63
Unyp Ucejosa,Reverse,204,9.98
Yxaqa Ucyb,Cybersec,230,8.67
Ixabero Oxoge,Reverse,228,9.12
Ipedaf Oqo,Teapotting,252,7.61
Okun Yxycubepo,Reverse,224,7.01
Ajutefe Eqorawyj,Teapotting,206,8.99
Itinyty Iralejo,Forensics,247,5.49
Omeva Yqizod,Forensics,202,7.85
Eruhy Ahin,Pwn,212,6.87
Ecybifi Abeqyke,Cybersec,220,7.45
Edyr Icubyz,Pwn,252,5.66
Ali Eduqati,Teapotting,210,8.9
Isotakybi Agawig,Forensics,252,7.54
Epe Obetixyr,Teapotting,216,4.33
Ylinuvaly Edoli,Cybersec,222,8.28
Ihu Iluto,Forensics,225,4.33
Opepevuf Ybywygyg,Pentest,204,9.54
Ylusokyk Ycyhe,Pwn,205,9.82
Ybogutu Ovogih,Forensics,237,9.82
Ikuxys Ixis,Forensics,225,7.39
Epiti Ezar,Pentest,233,7.46
Oju Imadokepiv,Reverse,208,4.81
Aha Ewemymek,Pentest,224,9.58
Ityzabihyh Arudeki,Pwn,257,5.58
Ehymu Oraqi,Teapotting,226,9.06
Igul Ylyvylaxo,Pentest,253,6.15
Yhyremusi Esa,Reverse,210,7.95
Ijuvuberyf Yro,Cybersec,226,6.06
Atawuv Ivyf,Forensics,242,9.43
Yxub Uqeface,Pentest,212,5.7
Uzyzytexy Ateduqu,Pentest,237,7.7
Iriqacuvej Axazakaraq,Forensics,242,8.4
Eqiq Ewosuc,Teapotting,260,4.49
Ofoharataw Akyquk,Cybersec,242,8.06
Apyruhyzys Acafaduju,Pentest,254,8.08
Ukone Ygukoxe,Forensics,201,6.02
Yqipe Ahel,Cybersec,202,4.58
Afycyza Ota,Pentest,252,5.93
Uxity Ipuri,Forensics,240,7.87
Ugiz Adu,Forensics,256,7.64
Uzawa Yjavy,Reverse,206,7.68
Ihy Amef,Reverse,254,8.11
Erida Etyfid,Pwn,219,9.65
Ynum Uhoj,Forensics,234,6.18
Okuhuta Yhitezoqi,Cybersec,203,4.48
Idyn Ahoqut,Pwn,253,5.43
Yfytyv Uqykasuza,Pwn,203,6.77
Ivynifala Ysowixa,Reverse,209,9.03
Evibopi Inakafup,Teapotting,256,4.76
Ariluvodus Ufejirekaz,Pwn,236,5.49
Ynamihok One,Forensics,259,7.91
Umyxu Yry,Teapotting,227,4.95
Okesi Exava,Cybersec,231,4.32
Oxec Ipavozyhi,Pwn,245,9.59
Ybewuhase Acu,Pentest,239,4.78
Udiwa Iqo,Pwn,255,6.11
Ezivige Ebejo,Cybersec,204,6.04
Ykyferyvyw Urytas,Pentest,243,4.13
Yxyf Avorekac,Forensics,216,9.79
Uqoh Uqizyvuv,Reverse,220,9.58
Omafy Elunajawy,Pentest,238,7.53
Epexo Ozulitec,Cybersec,209,5.65
Atule Amu,Pentest,202,4.39
Uce Omonuriri,Pentest,217,9.27
Oceku Etab,Forensics,222,4.32
Isirurunub Yqoba,Cybersec,226,8.09
Ady Otifufuzi,Teapotting,242,9.37
Adixafi Ude,Pwn,242,6.08
Oso Ubokyl,Teapotting,203,9.67
Afosiwuk Uhud,Cybersec,240,7.86
Ovoda Idobujera,Pentest,223,7.32
Ari Uzovynig,Teapotting,215,9.34
Akiw Useryvuk,Reverse,217,5.34
Agaq Usuwywoba,Teapotting,208,8.02
Yleg Omumumuv,Pwn,226,5.86
Okyv Utiqe,Cybersec,251,5.05
Elevalep Uwibetil,Teapotting,248,9.62
Edemehoxyj Ojoloziz,Pwn,244,4.64
Opyzej Uwyfocizu,Forensics,238,7.73
Avokusu Ytomupofy,Pwn,210,7.33
Ysibef Ebevuqogog,Reverse,257,6.35
Ifukygeha Axetejyxut,Pentest,246,9.12
Ifo Ofyrevofyq,Pwn,250,7.65
Avinequl Ybunorakah,Forensics,227,4.79
Aguvydux Onif,Pentest,255,9.99
Usagyr Acor,Pentest,210,8.52
Yvuzo Olakor,Cybersec,207,5.84
Oboma Alucu,Cybersec,240,8.5
Isa Oselehiw,Cybersec,231,5.01
Uze Uxipywenu,Forensics,238,7.96
Akexidiqon Ilevivunep,Pwn,218,6.97
Ilexipe Usaleferak,Forensics,205,6.89
Okohi Iwipucule,Cybersec,252,8.53
Ubyk Obebabizef,Forensics,231,6.44
Oxuti Afalo,Pentest,213,6.21
Ycuzozaqam Ecyfovokog,Teapotting,245,6.32
Ajyzu Atilyge,Forensics,213,5.96
Ybibuzyf Ohacyqez,Teapotting,242,5.91
Ezymygaf Opyle,Forensics,242,7.58
Yfusyj Eqybiqyj,Cybersec,215,7.61
Yxofon Uca,Pwn,203,7.76
Enuruhiky Obyzeqipo,Reverse,232,9.76
Yhicunu Ahenodace,Reverse,237,5.1
Ujisytuzu Avadihera,Teapotting,208,5.46
Oquhyq Enaqeqatun,Forensics,241,8.21
Ajesite Ovujivox,Forensics,241,9.12
Avejysobik Emixajuf,Reverse,230,7.97
Osewakysa Ukyhoqy,Forensics,200,7.45
Okarojy Otolagi,Teapotting,256,4.43
Abakohej Yhuz,Pwn,238,4.16
Oveto Uqofyreza,Pentest,241,4.53
Ysykysewij Ewifynuz,Teapotting,233,6.46
Inifipoq Eteto,Teapotting,233,6.77
Ogibekiju Iwybiho,Reverse,207,9.44
Egum Iju,Teapotting,234,10.0
Ocuveb Obypy,Reverse,224,5.94
Avel Unat,Pwn,209,4.22
Eka Yfawa,Forensics,259,7.4
Obiluki Agikutej,Cybersec,224,5.9
Udufipy Uxyhyden,Forensics,260,9.16
Enidanajop Yjuzofu,Reverse,204,6.64
Ijok Etejygyzuw,Pwn,211,9.76
Etoserymif Icojycegy,Cybersec,252,9.13
Abibiqytuf Ydikuwiqil,Reverse,240,4.39
Erema Igilebige,Forensics,200,9.88
Ujytidoba Ysekonu,Pentest,209,5.72
Edolowovu Omi,Pwn,236,9.61
Ukara Yhosi,Reverse,231,9.95
Ukilyg Urinaku,Reverse,216,7.95
Ybutaruq Uziku,Pwn,249,6.98
Ani Anutuminel,Forensics,237,8.5
Onego Yfunuqe,Cybersec,223,7.95
Ymyvy Ekycyzu,Pwn,227,4.68
Ycama Uvim,Reverse,234,4.22
Ycarucu Ifuvi,Cybersec,210,7.71
Uciweko Alebec,Pentest,248,7.18
Inijywy Iqojeqymu,Pentest,203,8.49
Itev Usedi,Pwn,246,8.59
Yhity Idibuvydix,Cybersec,212,4.84
Onasyjyxuf Odiga,Forensics,257,5.0
Ajajavi Ixys,Cybersec,235,4.54
Olygegaril Otifohajy,Teapotting,217,8.79
Ovotano Ynubupa,Cybersec,245,5.72
Ylew Inaxytid,Pwn,252,5.61
Anowufe Yneh,Forensics,225,5.74
Ohiweso Efopigidux,Reverse,219,5.13
Ofydokyk Ozu,Forensics,244,7.14
Ehyji Yfev,Forensics,217,6.09
Emu Asikadiq,Pwn,254,9.94
Ehowy Omoroq,Forensics,258,6.4
Eqojitu Ypozurew,Teapotting,249,5.75
Itosubyv Ekoti,Forensics,236,6.27
Eqogab Iju,Pwn,249,5.83
Ypytazaf Ofanatugap,Forensics,250,7.19
Iligitun Ivykikud,Reverse,211,5.64
Upe Okebah,Teapotting,257,7.83
Opaxegoz Aky,Reverse,247,5.29
Etalezyq Umohahala,Pentest,248,6.46
Atefiso Omozydi,Forensics,259,9.93
Idigidil Izymifyn,Pwn,256,6.46
Ysuda Opore,Pwn,216,9.56
Aqi Owaluhup,Teapotting,218,5.98
Ipunej Awivub,Pentest,207,4.28
Icewuqele Ijisag,Pwn,219,5.44
Afevolipyq Yly,Forensics,254,6.04
Ogyzive Owoqusyhal,Reverse,256,6.54
Ufug Iqig,Pwn,211,9.04
Ivux Ysy,Pentest,209,4.12
Ice Ysamidab,Pwn,223,6.7
Uce Usidi,Pwn,255,5.85
Ajivaxily Omokuqo,Teapotting,211,4.96
Osihafe Ute,Pwn,211,8.25
Otoc Ikoledinuc,Cybersec,211,7.83
Ogeqe Ymusoki,Pentest,254,9.33
Afuxytu Afejidiluw,Forensics,240,6.94
Emi Ujywazy,Pwn,247,8.64
Eku Afupa,Reverse,208,6.05
Enew Etiw,Teapotting,206,8.13
Ocoga Ewumoru,Pwn,217,9.51
Ymu Ify,Forensics,240,7.36
Akes Iqizypyqud,Pentest,202,9.72
Ilyfy Akaqykemu,Teapotting,234,6.61
Odovepiw Ohike,Reverse,222,9.79
Uqa Ozojygije,Reverse,241,9.78
Agecasar Ane,Pentest,204,6.09
Afizekaky Ivazez,Forensics,200,9.22
Udajydagug Ycir,Teapotting,214,6.69
Ifo Adudunak,Pwn,237,4.41
Eturavud Oqexazag,Cybersec,203,8.09
Ovigem Upigytohe,Teapotting,260,6.15
Ymoxucebo Ybu,Cybersec,225,4.23
Yqapo Acoqe,Pentest,240,4.44
Ytevyfy Edopoz,Teapotting,258,5.67
Odeq Orer,Teapotting,222,8.42
Ybefujud Yzojyq,Pwn,254,9.95
Ajogilo Ajitohiveb,Reverse,256,5.59
Yhusydowom Eqyvolaqe,Reverse,215,7.53
Ecylamofej Yjecepohyj,Teapotting,245,4.12
Esi Owurizakyh,Cybersec,205,5.21
Oqi Ahoga,Pwn,206,5.83
Etijoxo Ybiquhezoz,Pentest,205,9.2
Abuxih Ehysosimik,Pwn,252,9.85
Ewa Iducizip,Forensics,238,6.95
Yfanogu Ifava,Forensics,235,9.45
Ujavowon Iwaq,Pwn,236,4.49
Otucy Avete,Forensics,251,5.1
Ywopi Asifaryciq,Pentest,228,5.47
Ime Otut,Teapotting,218,4.28
Ufil Yxa,Forensics,213,7.49
Isuba Itetowyved,Reverse,222,6.91
Ewuzamu Isycemu,Forensics,204,8.09
Ufy Ohu,Reverse,239,8.55
Epob Oxa,Pwn,223,5.25
Adugun Uvizy,Reverse,213,6.46
Averudegy Uxoqogow,Cybersec,252,8.11
Atyte Aside,Reverse,227,5.92
Igosyqy Avojafaze,Cybersec,224,8.04
Idohyjyp Ocunosis,Cybersec,243,9.86
Onobyw Yhuwumegi,Teapotting,251,5.3
Amowo Ogoxy,Forensics,227,4.09
Use Ymyk,Pentest,223,8.66
Ypyje Ology,Forensics,251,5.54
Utobysyju Yvu,Forensics,219,8.77
Icyzus Otinat,Reverse,252,8.06
Akihodasun Ebufake,Cybersec,234,9.52
Olequ Eripe,Teapotting,211,5.05
Asofe Ejametalas,Teapotting,201,8.96
Ihazavijow Utebenyti,Cybersec,229,9.38
Uhewatepi Ice,Teapotting,215,4.84
Agyzobysek Ikudetesan,Teapotting,230,7.56
Yzitemyky Eca,Forensics,218,8.17
Yhili Yrasit,Reverse,213,5.45
Ihatubeh Ycatylod,Pentest,219,4.31
Yvyxuvyhyh Yvaquzoduh,Pwn,219,7.65
Iqyn Ysyzugod,Pwn,241,5.83
Umawibob Ulali,Reverse,204,5.9
Efofo Emilurez,Reverse,215,9.43
Ocilew Exemedy,Teapotting,243,7.67
Iqanyjatyp Ejewa,Cybersec,242,8.8
Ebyc Unu,Reverse,213,7.35
Azorudy Eweperi,Teapotting,230,6.71
Yti Udowu,Teapotting,212,6.57
Urobutu Atilap,Cybersec,203,5.0
Uhezebu Asepyquho,Pwn,205,5.6
Asazuxitu Ejujy,Reverse,257,7.72
Uxenahyn Ywyrupi,Teapotting,254,7.45
Ojyfiqajon Ynivujiba,Cybersec,243,8.3
Ume Iconijoqix,Pentest,241,7.1
Imetyba Abyw,Teapotting,211,9.68
Ykifijepa Obutir,Pentest,203,8.42
Ireb Iceduqux,Teapotting,202,9.46
Esomaz Omymit,Cybersec,243,8.78
Ikyca Equhu,Reverse,212,8.52
Ybejoviwom Ihe,Pentest,248,6.6
Avovum Uzu,Cybersec,227,6.3
Owusese Ejaqob,Teapotting,254,9.05
Obin Yhimesuti,Teapotting,245,5.51
Ymehu Oxytuwyxid,Pwn,258,9.68
Owo Ufily,Forensics,249,5.14
Igacutevim Ygimywe,Forensics,214,6.29
Exoxi Izaf,Forensics,235,4.91
Ypyvyk Aqotex,Pwn,248,8.69
Odytigo Ipyvom,Forensics,227,7.6
Yrojizys Atep,Forensics,219,9.85
Yfavizyne Ofebaqy,Cybersec,218,5.61
Yqa Aqysoxahe,Forensics,249,4.18
Ycyci Ive,Cybersec,236,7.77
Adyr Yzaz,Pentest,226,9.74
Ibohosaz Alebi,Forensics,200,7.25
Etohipal Eje,Pwn,255,6.84
Yjy Oxenigibu,Cybersec,252,5.41
Uqysydi Apaq,Teapotting,234,5.21
Yji Umu,Forensics,256,8.96
Esupomy Abuxoja,Reverse,227,7.71
Ubarot Arynofi,Forensics,225,4.93
Ejaqasopun Yveperemad,Cybersec,222,9.78
Onacysobe Ajykypik,Reverse,249,9.47
Ediqypiti Ajemylat,Reverse,224,7.33
Ilivylug Elyzu,Teapotting,233,5.82
Onorizipud Uwixovy,Pwn,258,5.8
Aricemur Ycyvezyc,Pwn,256,6.48
Izihecu Ipegy,Pwn,229,6.46
Ipeman Oviheba,Cybersec,200,5.69
Yjywunew Yxekikizy,Forensics,211,7.2
Eki Afugykeker,Cybersec,230,8.62
Ymyhoseji Ataw,Forensics,246,7.94
Ataxuhufi Aru,Cybersec,237,6.12
Izac Efygova,Reverse,200,5.5
Aly Avaxop,Cybersec,217,9.35
Eloka Inasusipo,Cybersec,226,6.63
