name,faculty,group,gpa
Uraf Ojumi,Teapotting,221,6.97
Aqipalopik Owycyzog,Cybersec,249,8.67
Ezyqebogax Ygucev,Cybersec,222,4.82
Obu Irary,Reverse,210,5.4
Imygotig Iga,Reverse,238,4.04
Ocode Ybybezunuh,Teapotting,204,8.57
Ibucepa Idefyn,Forensics,206,4.27
Ero Ubisabo,Pentest,209,7.14
Ymuxinew Odapyc,Cybersec,235,9.65
Agekuc Acelugirop,Reverse,207,6.46
Yjypynu Eros,Cybersec,217,9.16
Ywihatuke Alah,Cybersec,203,9.55
Ocobu Uhe,Cybersec,215,7.4
Emuvupyx Umilylih,Forensics,258,7.16
Ijyxymyw Omesukexeh,Reverse,241,6.56
Yti Exekulis,Forensics,257,8.0
Ymy Ufa,Pentest,232,6.43
Ezinulilu Odequq,Reverse,214,8.29
Okowul Omy,Forensics,249,5.08
Oxy Iquc,Reverse,209,9.51
Ojyjoteqox Asuvebec,Forensics,209,6.32
Avagu Ucus,Cybersec,212,9.78
Ahude Ygyvedyjyx,Pwn,204,9.35
Olocu Esalu,Pentest,259,8.49
Ohuwetegi Ixafitasoc,Reverse,240,8.53
Eva Ajes,Reverse,260,7.66
Adugajoqiv Afijuzupos,Cybersec,234,7.5
Ejibow Ulocafomu,Pwn,220,8.37
Yvupoku Ugy,Cybersec,223,5.97
Ifymino Ojohixyj,Cybersec,234,7.76
Ovegez Ohiby,Pentest,230,6.4
Erunereciw Eqi,Pentest,243,8.54
Afoxubu Uhi,Teapotting,252,6.02
Ojo Avanololo,Reverse,204,5.24
Ygar Yqiv,Pentest,219,9.34
Ylisigaqe Aqemo,Cybersec,219,7.72
Eziciracah Obiv,Forensics,258,7.33
Iwexefux Equm,Reverse,201,8.34
Epivoto Ofyxi,Forensics,242,4.11
Uvul Esunybosyv,Reverse,224,9.79
Ycu Ugum,Teapotting,228,4.61
Yfebaxa Iwytoqarer,Pentest,232,6.87
Ojepupomo Ezoqev,Teapotting,229,8.12
Enogewibi Otygi,Forensics,219,8.4
Oxenulehi Ekiceta,Forensics,217,4.36
Erefuh Ejexybasos,Pwn,244,7.36
Asu Eniroquma,Pentest,224,5.1
Ikilyp Osi,Teapotting,237,7.47
Ejic Abehux,Reverse,205,5.64
Uxyruh Ugitog,Pentest,224,6.59
Ogenor Epiruzo,Reverse,231,7.98
Olofydoviq Ywohizeg,Cybersec,232,8.32
Edy Ysep,Pwn,202,9.62
Ejocaqowej Umas,Teapotting,223,7.66
Uxawynaxa Ofaqi,Cybersec,230,7.11
Uva Yryzen,Pwn,230,7.61
Amagaba Omivede,Teapotting,244,8.07
Edipilyvez Akigaviget,Forensics,244,7.61
Ypesa Asikuda,Pentest,252,7.89
Ynoto Ypavywogy,Teapotting,228,7.96
Iqexizu Icyg,Cybersec,205,5.51
Oliny Omo,Pwn,208,5.09
Ebyfumuhor Eke,Pentest,221,6.08
Ugakawapo Amizaq,Cybersec,206,8.5
Eguwiwugaj Exa,Reverse,213,9.65
Esuwiwycex Ololahimep,Forensics,214,8.33
Uqyfepo Ixazeg,Pwn,208,8.74
Afyxaby Yzavav,Pentest,204,4.87
Aruqozob Ucozor,Forensics,244,5.67
Akok Ehurijujez,Reverse,248,6.74
Axikuhe Ijunihuhum,Pwn,243,8.36
Ydagixosy Iqego,Pwn,240,9.34
Olyziha Idotugymal,Reverse,255,8.07
Ovajixunep Yji,Pentest,215,7.09
Esemanuv Efatoho,Forensics,236,7.83
Ygunoc Izuwox,Forensics,260,5.79
Ilamis Usevepypec,Cybersec,242,8.66
Eta Ylysa,Reverse,205,4.49
Ypulovo Ucyx,Cybersec,245,5.69
Avo Yvuzehi,Teapotting,245,7.06
Usocez Ozite,Reverse,230,5.25
Ybibycop Ysubivikom,Pwn,243,5.42
Imizeg Utyw,Teapotting,229,4.29
Yfon Iqykywyq,Pwn,233,5.74
Aty Evuroxyfe,Reverse,202,5.87
Ynybyrif Imudosen,Forensics,224,4.11
Atete Adyqahojo,Pwn,250,6.11
Yfe Utorih,Pwn,249,7.18
Upyc Ysime,Cybersec,206,8.15
Olyr Acyb,Cybersec,245,9.57
One Iwi,Cybersec,257,8.48
Ifijy Ixyru,Reverse,256,6.72
Irug Yxo,Cybersec,239,7.82
Onaqeqa Oda,Cybersec,248,7.57
Ixofygudop Yhyzot,Teapotting,215,4.69
Yluji Yfevurodyb,Teapotting,250,5.19
Etotowi Emycy,Pwn,235,4.48
Iwera Abe,Pentest,203,7.28
Ydi Upozylenuh,Teapotting,209,6.04
Ylizasy Aqynosa,Pwn,206,6.64
Igafyxejab Ilowuso,Teapotting,206,9.09
Uvarez Epyzy,Reverse,239,5.92
Utikasa Inefuny,Pwn,256,5.25
Aquxi Uke,Pentest,250,8.26
Ijipiqo Ynipixesyd,Pwn,239,4.56
Odiquhuw Yqufyfoge,Reverse,201,9.65
Ume Afax,Reverse,249,9.87
Yzadety Yrivevija,Teapotting,233,8.97
Asi Ynyfoqewog,Teapotting,255,6.94
Alewi Orucuzuty,Forensics,250,4.51
Ofijuho Aluza,Teapotting,224,9.66
Emif Evusycodoz,Pentest,225,7.16
Ajypeh Yza,Cybersec,260,9.29
Asiqofoso Asexyguxy,Cybersec,211,6.34
Ekub Iludih,Pwn,235,8.16
Yvo Ycasuki,Pwn,200,7.92
Oxi Ypozyx,Cybersec,246,7.15
Isyhakofi Ymi,Cybersec,207,6.21
Igizuvik Aqu,Cybersec,243,7.11
Afynoxu Enu,Pwn,218,8.49
Oxa Igadag,Pentest,217,9.63
Ijyh Atadyvyz,Reverse,230,6.53
Evike Oda,Reverse,250,7.26
Edoqawi Otukejoq,Cybersec,251,6.64
Apaqobetyl Apyhofu,Reverse,254,8.03
Ykyn Esicew,Pentest,211,9.58
Ibisal Ozaju,Pentest,240,6.66
Ocyhefamu Uty,Reverse,244,8.95
Ofeby Eniloz,Cybersec,232,4.67
Iwixojy Ocukijibi,Pentest,240,6.25
Owej Ufymi,Pwn,221,6.07
Avyw Yhaxu,Cybersec,227,8.54
Iwu Ukufozu,Pentest,240,6.58
Ocoqyg Ilu,Pentest,237,7.82
Ixolofu Icowihi,Teapotting,206,5.57
Exesafa Akycybyru,Reverse,245,6.81
Oqu Anah,Pentest,254,9.67
Icewamuxis Isu,Pwn,254,8.81
Igefimebuv Ygadyg,Reverse,212,9.34
Yvigef Eraq,Teapotting,207,6.04
Enutagi Ypijidomoz,Forensics,227,8.5
Yvomovac Ysuvyt,Reverse,227,9.8
Aqexe Odat,Reverse,246,7.93
Isaf Iwacit,Cybersec,223,8.56
Yli Ofigaro,Forensics,221,9.86
Uca Idojyda,Pentest,228,8.52
Uvyboqu Ahug,Pentest,257,8.47
Afug Yjeleqoli,Forensics,211,4.64
Uvo Inunuqila,Reverse,220,8.78
Yse Ovejuzuh,Pwn,255,9.58
Enowupipux Ulafyzux,Cybersec,233,8.35
Iqy Adova,Cybersec,230,9.39
Ubijeryn Openapos,Pentest,227,4.87
Ucyhyxejox Anu,Pentest,232,5.28
Oxo Aped,Cybersec,220,8.92
Azobovi Efaxinesed,Cybersec,212,4.57
Afoviqavu Ero,Forensics,224,7.43
Anizifiwy Ynurijag,Reverse,254,9.68
Aqy Yha,Reverse,259,5.14
Afo Evesixex,Teapotting,220,9.07
Eqeg Okap,Pwn,212,6.95
Uqizefivyp Akuzazopyl,Cybersec,234,9.45
Ugavas Ajamym,Pentest,253,8.73
Izutawote Ity,Pentest,252,5.91
Udov Uvulaba,Pwn,251,9.59
Epep Uvoj,Forensics,253,5.8
Ihulo Uxaxygoryb,Reverse,211,6.5
Upydafud Yvis,Teapotting,217,9.54
Yhowobipig Uxaqu,Pwn,247,4.33
Inuhab Ero,Cybersec,204,8.67
Ovetenicah Ywurehynor,Pentest,230,7.72
Aqi Ivuso,Reverse,223,4.43
Acovojeguk Uweworeru,Forensics,233,6.98
Ogofolu Yzewuboj,Reverse,254,7.38
Okojic Uqojuxew,Pentest,242,9.9
Uxaxok Ihovu,Forensics,220,5.64
Ecu Iwij,Pentest,236,5.99
Efymacom Oluhor,Forensics,201,8.5
Ugulykowyn Opybisifik,Pentest,257,4.2
Irudaxof Yhuke,Cybersec,231,6.75
Ivadekygas Yxuh,Forensics,249,6.09
Ilehuxepu Ugyzoququ,Pentest,241,8.69
Yfaqixem Ijomi,Teapotting,209,4.26
Ocalen Afabeqace,Pwn,241,7.77
Ehovyxod Uwa,Teapotting,254,6.16
Ipisunacig Uny,Reverse,241,7.58
Ejumitabiv Adyb,Forensics,247,5.79
Orerovyco Okafi,Forensics,219,7.57
Akusovo Iwotisyc,Teapotting,255,5.99
Ahesyxe Yrymuby,Teapotting,256,9.51
Uvos Esup,Forensics,220,6.4
Ezap Ufibaf,Cybersec,256,7.07
Ujirolyd Imelafyl,Teapotting,242,7.56
Axy Ubiw,Cybersec,234,6.99
Uvutyde Ywoxuhefo,Pwn,218,9.86
Ixiruhubub Osomybebu,Cybersec,248,5.42
Eloxi Ukur,Cybersec,226,8.52
Ade Oxoged,Reverse,226,8.29
Ucehe Obelimor,Forensics,260,6.97
Ule Utyfocuny,Reverse,243,8.22
Aqudu Ysozuqex,Pwn,201,7.81
Awidox Ywi,Teapotting,214,5.69
Ejyzik Osibe,Cybersec,225,5.62
Yqimaluf Otepiv,Forensics,230,8.92
Ugilegoku Unydilaguj,Forensics,200,6.17
Aqeby Ovicurudo,Teapotting,241,8.54
Uhokiquqys Abucapilym,Teapotting,232,4.6
Efedalutyb Ymecybuqyj,Pwn,228,6.1
Ejeziba Unelyp,Teapotting,255,7.05
Ybyqybek Amoriwyb,Pwn,223,7.11
Omimyqoda Edeqevu,Reverse,222,4.42
Etades Ekepyse,Forensics,242,7.04
Ozaci Ydaro,Pentest,228,9.68
Ovypusypak Iqona,Teapotting,228,6.2
Yvuki Utysowuq,Forensics,205,4.48
Uwyciw Ycenywyzo,Pwn,211,7.76
Ivydohozi Ifi,Pwn,233,6.38
Inofuh Oxulerukel,Pwn,237,6.12
Otavulop Isyviqa,Cybersec,228,8.36
Ytuxaqiz Eqok,Pwn,240,7.08
Etecodux Ajohunugid,Teapotting,233,5.63
Ityvyso Ipydutyki,Reverse,258,9.58
Ifanywi Ybepiwolos,Teapotting,249,9.74
Ahydujago Ikiqoz,Reverse,232,6.7
Arodykonog Erofu,Pentest,223,7.85
Owidusija Ajecizeko,Cybersec,255,6.04
Ikex Ebofu,Teapotting,230,6.32
Yvegawenix Alupinuxet,Pwn,240,9.71
Axyza Ybesefewe,Teapotting,253,4.61
Ywepu Oladugodo,Pentest,218,9.94
Ybuk Iqa,Cybersec,254,5.29
Ecapel Ucumekura,Cybersec,254,4.99
Unox Omikyme,Reverse,251,8.29
Axaruvo Ajatewus,Reverse,229,5.47
Ecac Emywa,Forensics,253,4.25
Ohivyne Ixireweq,Teapotting,226,6.72
Icofaw Oxylujyx,Reverse,200,5.01
Onejegam Akoqoq,Pentest,251,9.44
Ugu Ytaj,Forensics,220,5.93
Eba Era,Cybersec,249,4.08
Ohohyfeqyc Etonazipy,Forensics,212,4.95
Ovuguwo Ily,Pwn,200,9.95
Usesiwan Yfaqabe,Reverse,223,9.95
Ahotypi Uhe,Pentest,250,7.14
Ugi Asuceh,Cybersec,251,7.65
Ojanavoqyq Aqykeneqa,Pwn,232,9.11
Ukafad Etym,Pwn,254,6.2
Akoveji Igyp,Teapotting,218,6.22
Uvefa Ojom,Cybersec,214,9.04
Umolip Itut,Cybersec,213,5.8
Oxegi Ogifip,Pentest,220,7.36
Imonigexew Idyw,Forensics,249,7.56
Ucewihego Epenix,Teapotting,225,5.14
Owi Ytapegyzu,Reverse,210,5.55
Inydyd Etu,Pentest,241,6.01
Ovi Epexijohe,Reverse,207,4.12
Ojesu Ybim,Pwn,201,9.95
Uxocu Anokije,Pwn,251,7.68
Atudamu Igadu,Teapotting,260,8.51
Uvinijuze Evexajij,Pwn,231,6.76
Idim Olocipom,Cybersec,233,8.55
Yfamyv Ipezuqymy,Cybersec,256,6.84
Ybirecyluk Ifu,Forensics,220,8.73
Ohi Ysuqyc,Cybersec,237,5.98
Ihoriwy Idyxecuh,Reverse,219,4.15
Acacobemid Uqeveqyt,Cybersec,220,8.98
Aquvecux Yfeqof,Teapotting,258,4.42
Upinacis Ilawih,Teapotting,209,9.07
Oqolyp Ibizut,Teapotting,201,5.71
Azu Eneky,Reverse,238,8.94
Ylu Amu,Pentest,229,7.59
Ozebumeme Ovysi,Forensics,255,8.54
Egep Ezucuzeky,Teapotting,218,5.95
Yho Ikajufemu,Cybersec,244,7.01
Imewux Azomyqotyp,Forensics,253,4.48
Elasu Ywixagy,Reverse,203,6.08
Olaty Esytalyjyh,Teapotting,214,4.46
Uquca Iwidanywur,Teapotting,209,7.03
Ageqige Ecok,Forensics,215,8.02
Ajabonycu Esapuqezi,Teapotting,248,4.5
Asymezajyd Oqipenemaj,Pwn,259,7.95
Ibomyji Efug,Reverse,253,6.43
Ubibeh Icy,Forensics,230,7.36
Ylip Imekomonal,Forensics,207,5.16
Ypapy Oviliwowy,Reverse,235,5.2
Igeg Ajatuf,Pwn,225,7.73
Otefof Iwezibuho,Forensics,210,4.97
Udehuvobys Uku,Pwn,259,9.77
Ugateva Ajyfy,Teapotting,253,9.42
Emypih Ajemojahiv,Teapotting,243,5.39
Ubekyjipeb Iqaby,Cybersec,229,5.72
Ulap Uzebawi,Cybersec,226,7.01
Yseh Ypunigu,Pwn,211,7.02
Anuzor Urip,Teapotting,237,7.4
Odetugawut Ewefifyxu,Pwn,249,5.49
Yde Amud,Cybersec,221,8.95
Yvex Axopop,Reverse,211,6.46
Ymon Ydonud,Reverse,256,5.58
Upyvoge Ipi,Cybersec,253,9.16
Otysutocij Eban,Pwn,223,4.02
Ozen Iqorejosol,Cybersec,231,9.69
Uhyw Ijetom,Pwn,202,4.56
Ubiz Icako,Pentest,222,8.84
Akuresokaq Ozus,Teapotting,233,4.85
Uzenyviw Ugoqedyg,Reverse,254,9.52
Ekyre Ofawuqigy,Forensics,235,5.53
Ytotyga Aqi,Cybersec,237,5.85
Opojezofo Yqi,Reverse,205,5.6
Umozohe Ujaniponi,Pwn,255,8.29
Eqyrop Atacile,Cybersec,223,7.97
Yjo Ofyhukesok,Pwn,235,5.2
Enozozy Ofeq,Teapotting,252,9.45
Yceba Otadow,Reverse,211,9.54
Uhevevu Emedibonyw,Teapotting,233,6.3
Anesoroqi Eqoxi,Pentest,256,9.2
Owysapuzof Ecomiqyma,Forensics,219,9.8
Ohyby Azuvo,Reverse,226,6.86
Udib Exykeceqec,Teapotting,243,5.68
Ejebyd Ehyqezu,Forensics,239,6.3
Axajaq Ovylovocyt,Pwn,235,4.87
Azulimyxer Ynejoc,Pentest,204,9.06
Esygytyqad Eqa,Teapotting,234,7.91
Yfa Ilahu,Pentest,235,6.12
Emoxun Exad,Teapotting,234,9.98
Avuxasamo Yhusa,Pentest,205,6.91
Efonuqazy Edulac,Pentest,253,8.76
Irybuko Afof,Pwn,232,7.66
Ytywupem Ojazaw,Forensics,216,6.54
Otagebe Oxotohuz,Teapotting,214,7.42
Usajara Uhypucozuv,Reverse,240,5.81
Ymob Iqobalijyt,Reverse,244,6.83
Obebizyl Akazo,Forensics,203,9.53
Ivulebyhi Ogypew,Teapotting,248,8.8
Ifi Etytuw,Teapotting,245,8.22
Ewukywucow Yveqifi,Cybersec,239,4.64
Amadunoqel Oco,Reverse,214,6.15
Erogojopaz Awo,Forensics,252,9.33
Ywek Umanamiq,Pwn,233,5.86
Ujukuryl Ikevaqa,Pentest,200,6.72
Ecaz Yjisyf,Reverse,202,9.42
Ovifan Imifixuk,Cybersec,235,6.46
Unyjuw Ukoxysybyf,Forensics,249,6.11
Yxyru Upyfowyl,Pwn,203,7.8
Ujyzuzij Ibo,Forensics,220,8.1
Ebekuzaz Ylivinusad,Pwn,253,4.21
Aze Yvela,Reverse,260,7.07
Uciwy Ahag,Pentest,213,9.18
Ixep Imopumi,Teapotting,218,9.85
Itelu Ywy,Teapotting,207,9.71
Ejoduv Odiki,Cybersec,206,9.69
Awefipep Ibunusumug,Pentest,240,8.59
Alif Ywaliguxy,Pwn,235,6.12
Yhivafysan Umogyv,Forensics,260,9.2
Afekukoxym Ufihepis,Forensics,206,9.74
Evymax Ufamyra,Forensics,252,5.75
Utewihidel Ybozy,Teapotting,224,8.45
Azi Awefyv,Pentest,213,5.38
Ogave Uhusemok,Forensics,200,4.37
Arymi Uqeq,Forensics,231,6.34
Exufysy Ovafuto,Reverse,246,8.03
Ifutucek Imevuw,Cybersec,260,9.15
Ycadocypa Oxafe,Forensics,201,5.08
Asafydi Yzibecebu,Pwn,242,5.85
Ovomoja Ohihoco,Teapotting,227,9.5
Agecuvo Ifyz,Reverse,213,4.73
Imagarubed Ivicew,Reverse,200,5.63
Omogi Yhyk,Cybersec,212,8.83
Uni Owokif,Forensics,239,8.46
Upuxiho Ukubibev,Pwn,251,8.2
Okepiq Ifizykeqa,Reverse,240,7.03
Ahotoqid Ocusaw,Pwn,251,9.69
Ajogebu Ahivuzi,Pwn,222,9.01
Ecuvuzyvov Oqipasitab,Teapotting,234,5.96
Ytekak Asejyhigu,Reverse,258,6.77
Omin Ibed,Reverse,214,6.03
Otihixu Aniziq,Cybersec,212,5.98
Igidawec Uqogupi,Reverse,248,5.36
Enipecesul Udaguhyj,Forensics,222,4.97
Ewenucop Uzo,Cybersec,247,6.54
Evyzylu Idixukixoz,Pentest,251,6.09
Ojyjixub Elo,Pwn,201,8.39
Enonudyfaq Yrar,Pentest,248,8.2
Ucazybobi Aseguhyr,Forensics,226,5.99
Izag Onewuheba,Reverse,251,8.33
Epu Efuvubusu,Teapotting,208,9.04
Aqunahuf Aduqeja,Pentest,246,9.33
Enivoty Uhuf,Pentest,232,5.4
Umidu Yhisa,Pwn,225,8.48
Iqococ Efib,Reverse,223,6.45
Eneg Uzo,Reverse,248,4.82
Ubicut Alala,Reverse,234,9.83
Ofoluluk Ukuvuq,Reverse,223,6.59
Umipohylon Aderomel,Reverse,231,5.62
Yfipe Ixopoworec,Pwn,249,5.44
Azahixi Igen,Forensics,202,6.44
Amipuvas Ypomy,Pwn,226,5.6
Ocuhenedip Oqubucysuw,Teapotting,232,9.36
Ale Ocope,Pentest,228,4.64
Unu Ycygokimal,Reverse,209,6.18
Aqiwyfo Aviko,Forensics,244,8.13
Odep Ufipivise,Pwn,204,8.99
Uceqoho Yxanyzot,Cybersec,222,6.55
Ebekameby Ejadyb,Reverse,206,5.98
Ugymykula Ijivar,Pwn,204,8.05
Anokarojy Ozuvefecy,Pwn,213,6.33
Amynepu Ojec,Pentest,226,4.72
Urenivagu Ivodufeqy,Pentest,214,7.94
Umusokotej Urahifoqyw,Pwn,254,4.94
Ubiquk Ulyva,Reverse,218,6.2
Uji Awimyqyq,Reverse,246,7.24
Ocorot Ytu,Teapotting,230,6.84
Ehuqyluzo Uhowudoby,Cybersec,230,6.21
Acepeg Ynipyfovof,Teapotting,220,9.09
Iwoxo Alobukitip,Pwn,252,9.74
Esopype Imo,Forensics,259,5.75
Igu Edybehymem,Forensics,228,4.7
Omagap Imolivo,Forensics,248,7.54
Ahafy Ohol,Pwn,207,7.29
Ybyt Iwobumiz,Pentest,207,9.47
Ifux Odov,Reverse,236,6.7
Eqyjyzufux Uru,Pwn,220,6.07
Arameh Uvujec,Teapotting,251,6.66
Ityqutem Yvodyma,Pentest,218,4.97
Oqipenat Obybicet,Forensics,221,6.17
Yhodaveva Uhu,Reverse,240,5.78
Yloriru Ifivyge,Forensics,244,6.76
Utynyxexof Emyfa,Teapotting,230,4.92
Ahikewoka Uvebawele,Reverse,221,8.71
Icavufaqi Ixyxetuqe,Cybersec,213,6.94
Enimiji Ukuxyt,Cybersec,257,5.61
Uceliny Urotahyhy,Cybersec,255,5.1
Iwi Efotiwiro,Pentest,205,9.81
Irohari Iwarys,Teapotting,227,6.11
Olexo Ilonadacyc,Cybersec,202,5.97
Aqilydaly Oguqa,Pwn,247,6.16
Egypojehes Ucax,Cybersec,227,6.79
Olevagoh Adaxiwu,Reverse,247,6.33
Umibetyl Ujygomiw,Cybersec,243,7.03
Iqenihat Axojafare,Teapotting,251,8.37
Ecimerud Uhucat,Pwn,234,4.11
Arixo Yvebon,Cybersec,228,4.4
Oha Ike,Pwn,239,6.25
Enihi Ovobur,Forensics,235,7.32
Alapacyb Oqikefo,Forensics,248,7.48
Ibyx Uqutykucyl,Reverse,254,8.01
Uvuxysidud Ozamo,Reverse,235,6.53
Owivoqezo Uvuriluh,Teapotting,215,9.77
Ogaraju Uwug,Cybersec,209,7.62
Ajeb Irefab,Reverse,242,6.66
Ina Ihotecijyb,Reverse,201,9.66
Ybicu Owafam,Forensics,237,7.17
Emizyt Iqusutyw,Reverse,240,8.29
Ifisy Awuzocomi,Cybersec,240,9.41
Yxizofogov Ifu,Pwn,242,7.56
Ofozux Ytal,Cybersec,225,4.46
Odasoqav Ykawasok,Forensics,230,9.21
Ocef Ucy,Cybersec,208,4.53
Ycibo Agawiwupim,Pwn,250,9.19
Udi Itukyroved,Cybersec,211,8.68
Ujy Enehety,Forensics,209,9.44
Ysyduhuz Apuco,Reverse,252,4.23
Oce Utibohis,Reverse,244,4.99
Owetykanev Atytazoga,Cybersec,235,6.39
Orolane Ijikobe,Teapotting,236,8.09
Upe Ofe,Pwn,217,8.5
Ilumuj Uvymelu,Pwn,231,4.24
Ulagilyvy Ajehuru,Cybersec,247,9.02
Ehyzufen Epiboby,Teapotting,205,8.75
Izicelyv Izu,Teapotting,216,8.98
Irefabinu Egywory,Teapotting,211,4.18
Ybomapu Oboke,Teapotting,240,7.08
Yhi Ihy,Teapotting,247,9.76
Equzyvy Iwad,Teapotting,221,7.51
Uzasesyb Evarezen,Forensics,202,9.81
Ybopeh Onyxon,Reverse,248,8.19
Udafuhyk Otel,Reverse,202,6.36
Uguxu Ekiluha,Pentest,221,9.49
Ocux Imen,Pwn,213,9.81
Adot Egyqa,Forensics,205,7.49
Ivexybewux Ivyh,Teapotting,216,8.54
Uqamynuli Apy,Pentest,245,4.94
Ojipipinul Edez,Pwn,254,8.17
Ofahim Ejelud,Forensics,239,4.78
Osuce Ovo,Reverse,246,5.24
Uxycyzoc Ejixymi,Reverse,239,9.57
Egevuped Adacuxewy,Pwn,255,6.64
Ofobunisan Otidicy,Pwn,235,5.83
Azawav Akevi,Cybersec,205,8.26
Udi Epul,Pwn,227,7.29
Umysejegul Oxuqymig,Pentest,225,4.96
Ewohef Izohynu,Pwn,200,6.76
Ynajydyzy Ezo,Forensics,238,6.03
Ocih Ahixugijy,Reverse,220,8.27
Ecyxolijyj Ahesopalet,Pentest,212,8.87
Ygutifi Ajacari,Pentest,220,8.98
Eduleqezu Atoleqo,Reverse,231,9.88
Ogawyx Odare,Pwn,224,4.31
Yfa Asudodegy,Pentest,237,7.61
Usiwekoni Ezu,Reverse,256,5.09
Yhuc Evame,Cybersec,259,9.86
Akuqoqazo Efa,Pentest,216,7.92
Eqypecobeh Emyzidefex,Pentest,223,7.53
Ytapazepup Ucu,Reverse,224,8.71
Ekenyr Exovinaz,Cybersec,226,6.2
Obofije Anuzyve,Forensics,228,5.11
Iloxomo Ujeryke,Reverse,231,7.68
Ozawepugo Yrux,Cybersec,253,4.48
Olikasim Asa,Pwn,202,8.54
Ajipitix Any,Teapotting,260,9.32
Ocapelocyp Isibezowaj,Pwn,259,6.23
Ipukycyzyb Yqogenudu,Teapotting,243,7.99
Esobojizi Ibizu,Pentest,213,7.52
Asebokejap Igemexa,Reverse,209,9.21
Ezaseminu Ury,Pentest,224,6.44
Onekesoqy Ajide,Pentest,259,7.87
Acy Ejiqotadul,Cybersec,202,7.63
