name,faculty,group,gpa
Initupe Adicojebe,Cybersec,249,8.78
Ysa Agyni,Pentest,250,9.65
Ewosu Olisytaf,Teapotting,246,7.08
Azaveg Afimyzyga,Forensics,254,4.7
Eze Omytaroke,Pwn,245,4.7
Ovagozi Yzugyxoq,Teapotting,216,8.68
Ijyzopaku Ydil,Pwn,233,5.11
Ijizenox Yfovosi,Forensics,241,5.86
Oqykoxo Icaj,Teapotting,242,6.12
Uba Erutac,Teapotting,204,4.79
Efekew Ovijohybeh,Pwn,223,6.2
Yja Esym,Forensics,216,7.68
Aneki Alyduh,Cybersec,220,6.43
Uzebudu Omu,Forensics,245,6.83
Ysucugubup Ohyfipec,Pentest,201,6.61
Ykyle Ecadaned,Pwn,233,6.7
Ywiqobora Ymezufapy,Cybersec,251,9.95
Exalibydo Ebis,Cybersec,250,6.19
Ypuj Yxazyrijep,Pentest,243,4.58
Ifoj Exygom,Cybersec,241,6.5
Ujadogeha Ofiwutag,Cybersec,240,6.04
Ynepugyq Ave,Pentest,251,7.86
Ifabifuwuf Ucuzywa,Reverse,258,6.88
Amahyjyxo Ilakaze,Pentest,223,8.23
Abop Usysomuxoq,Cybersec,207,4.02
Axekahuby Icuxusili,Pentest,211,8.69
Axob Uwu,Reverse,238,5.7
Ozijose Ite,Reverse,209,9.84
Ehikal Opewojo,Cybersec,200,5.09
Amilitofeg Atiwiga,Cybersec,210,4.54
Exy Anyp,Pentest,227,5.39
Amozo Ecajixuqi,Reverse,236,7.67
Akoz Ynuve,Pwn,236,5.52
Uvevegid Ohidafobi,Cybersec,214,6.31
Uzolo Enuduvyre,Teapotting,232,4.4
Aneqo Inomy,Reverse,233,8.85
Iqe Ojygi,Cybersec,215,9.58
Ulomo Ytaqu,Forensics,216,8.78
Ewefiqod Ady,Forensics,256,8.29
Idunekefiv Emuvafih,Teapotting,237,7.87
Apy Exa,Teapotting,208,6.71
Exucigoxo Ituhoxo,Cybersec,211,7.25
Ediqu Ulenebuf,Reverse,210,7.12
Eka Iwyli,Pwn,258,6.25
Afeto Asuxix,Forensics,229,9.68
Epytydozo Aro,Pwn,253,4.33
Ajevi Awabu,Cybersec,253,8.23
Itabyvy Iqonace,Pwn,259,6.57
Ahosev Ijotejuqa,Pwn,255,5.66
Ozuwipuxy Yqawohyty,Cybersec,207,6.06
Eqyb Erahakaqy,Teapotting,244,4.79
Omeku Izy,Pwn,215,6.31
Uzu Unomybin,Pwn,249,7.21
Iqamesajex Ekijuveca,Forensics,237,5.8
Ymyfykix Esaperif,Forensics,230,5.75
Ihep Upix,Teapotting,255,7.62
Ifew Uvope,Cybersec,210,6.74
Imuvil Ekole,Cybersec,222,4.89
Ezicusoc Ujizijemy,Teapotting,229,4.54
Axun Yhag,Reverse,204,9.1
Yhywof Ilifokehy,Forensics,241,9.7
Uhinyso Aqycode,Cybersec,249,9.09
Osev Epeb,Reverse,238,7.49
Ynaro Olypijyxev,Pwn,229,4.03
Evyzoquven Ajoqomom,Pwn,246,8.46
Irigafe Amohyzix,Forensics,223,7.35
Ixy Ylate,Pentest,213,5.96
Ykawu Ajuzidof,Pentest,224,6.08
Yna Amipefa,Reverse,217,8.51
Ojuv Ocy,Cybersec,242,8.39
Alevub Olo,Reverse,211,9.62
Axyrofo Aqer,Forensics,254,4.61
Adyxybuzo Obibom,Cybersec,208,5.19
Yneryquza Iqofitiq,Teapotting,207,9.61
Ejadiju Usuzabowap,Cybersec,250,5.93
Ewerovo Ojomyk,Forensics,255,8.56
Ijufa Ixu,Pwn,249,7.62
Ifutomuni Ijehele,Teapotting,246,5.45
Ason Onoqokum,Pwn,204,8.51
Icybocifi Aro,Teapotting,247,7.71
Araqy Ajoqilito,Reverse,238,4.5
Utunuq Utacemu,Reverse,250,8.51
Ydupiqof Edeqo,Reverse,213,9.07
Ekasunocy Epydiha,Teapotting,246,6.14
Ugiqy Ose,Cybersec,210,5.91
Ilakuqyh Ejopax,Cybersec,252,8.74
Azozifo Uvywihyf,Reverse,240,8.92
Uxy Ocirili,Pwn,221,6.69
Iqeqaromy Ewa,Pwn,219,4.63
Eqyla Etykaw,Teapotting,218,9.29
Emi Inowojiby,Teapotting,204,7.06
Ylacuha Ybavyxisok,Pwn,225,4.2
Ugab Avozoso,Teapotting,225,6.46
Erufus Olaqeh,Forensics,213,4.73
Ecus Eqof,Pentest,241,9.71
Anihyra Ulenodu,Pentest,218,5.66
Ipupixyk Ufekule,Teapotting,202,7.88
Ocejo Aduqy,Cybersec,219,4.54
Yfy Ykyleg,Reverse,234,7.55
Iherykyvuf Eqoji,Cybersec,200,6.96
Ahixyrigoh Icyrykoci,Forensics,203,6.14
Iwigusilab Ywovuhahok,Teapotting,241,5.68
Ylyjoqe Etule,Pwn,228,7.66
Iwufowigy Apyrumo,Cybersec,253,7.0
Osagu Odytas,Pentest,232,6.5
Ofa Iser,Pwn,258,5.18
Ekelid Elokaraw,Cybersec,234,8.58
Ozomyk Ycelas,Forensics,248,4.13
Ikidajit Ivugi,Pentest,260,9.6
Yzu Uziko,Reverse,256,6.67
Upetujil Ybub,Cybersec,249,6.15
Exej Ohinykeq,Pwn,243,7.51
Ybak Afula,Pentest,235,7.62
Apibisa Yca,Reverse,251,7.71
Ygu Iwuv,Cybersec,224,6.01
Ozafoxyjyq Ovehigyhy,Reverse,216,4.88
Yboqax Ohymikuco,Cybersec,234,4.78
Yrihuximek Yny,Pentest,202,8.67
Owyfuxif Aximety,Teapotting,246,7.56
Emuj Orefix,Cybersec,209,8.93
Awy Agepac,Teapotting,226,6.76
Upu Atesy,Pentest,228,8.97
Etajo Yqeja,Pwn,212,8.11
Ydig Ygal,Pwn,233,8.17
Ibojyl Ybe,Forensics,233,4.75
Iju Ise,Cybersec,200,9.94
Eserepicyz Ulod,Reverse,220,7.97
Uwowivynu Elicu,Pentest,250,5.37
Imo Orawyce,Forensics,213,9.16
Ajumyju Enutyvinot,Forensics,236,5.15
Iqe Arasyr,Pentest,253,6.24
Azo Eceqigad,Cybersec,236,9.4
Yju Ahiroto,Teapotting,252,5.96
Evodomahi Iwiru,Reverse,258,8.84
Ivaf Yvinyz,Reverse,207,8.38
Omilogap Ujumewyd,Cybersec,227,7.37
Yciq Eqemexyd,Reverse,236,7.42
Ebijiza Aqyda,Cybersec,212,6.87
Ococe Uxo,Forensics,228,6.85
Ytexojyn Yxyjepapa,Cybersec,209,5.05
Yzuzikece Egihemufys,Pentest,255,5.47
Ufexebyryx Epajupyji,Cybersec,218,4.9
Acaquvyhon Irymupuku,Pentest,218,4.84
Opyd Upiw,Pwn,210,9.44
Unax Ytux,Forensics,218,4.24
Emom Imuni,Forensics,239,9.53
Yxewyvohu Ewepyjug,Cybersec,210,7.6
Ebajotyd Ycyva,Forensics,216,7.6
Ibu Uwopyge,Cybersec,256,6.84
Ivesugotuh Acy,Teapotting,203,8.16
Ynoqufex Otykunun,Pwn,252,8.98
Yrubijil Oput,Teapotting,247,8.43
Ekibivahig Aqyhymo,Teapotting,224,7.4
Ybu Oxako,Pwn,208,5.69
Ahyp Unywatyn,Teapotting,248,7.43
Evyguw Exytuwadi,Cybersec,249,4.14
Arilehiti Ejiqelataw,Pwn,200,4.96
Ujyja Icadivo,Pwn,235,9.05
Uhy Axite,Pwn,227,5.54
Yjan Acywo,Forensics,202,8.54
Oniju Ypepos,Forensics,246,5.68
Umezuti Yxezit,Forensics,241,5.31
Uwifaj Yhik,Reverse,257,7.64
Uwi Afesyk,Forensics,254,4.31
Udax Uqa,Forensics,259,8.63
Ojypiz Exyxireq,Pwn,243,9.03
Yca Upebinype,Cybersec,206,7.36
Oqufoty Owavowi,Cybersec,238,9.58
Etyd Izukagawub,Reverse,232,7.57
Abe Utomohuk,Forensics,239,9.93
Ejejiwihav Oxajoji,Cybersec,207,6.57
Oxoqykamy Ycinygehu,Cybersec,249,8.29
Ivoxu Uqiqeryvoj,Reverse,237,4.73
Upo Ijaxalusyw,Pwn,249,5.07
Ywydulos Emix,Forensics,253,7.46
Ecomuk Ebedixojo,Reverse,225,4.12
Ajewuciqo Eceboc,Forensics,252,4.71
Yvaropazow Upuvo,Pentest,251,4.33
Ubatyre Ewarytu,Pentest,227,7.31
Esyluxa Axuc,Teapotting,210,6.68
Yti Ujibu,Pentest,211,8.45
Ujyfal Olypihihy,Forensics,238,9.13
Ytyj Ojymijanem,Teapotting,243,7.93
Ehaxyte Unugupelu,Forensics,218,5.17
Ulikadyqum Upana,Pwn,216,6.03
Opy Osyho,Pentest,250,4.67
Ywej Umewuvi,Teapotting,213,8.69
Agycefoxas Abu,Reverse,242,4.58
Oxa Ory,Teapotting,205,7.85
Ajufide Ezaviru,Cybersec,210,8.43
Ocowe Ehi,Pentest,203,5.35
Yrafape Utuvobihy,Reverse,225,7.39
Akuq Epapijyt,Pentest,260,8.99
Ili Ase,Forensics,204,4.96
Yxunicisyf Ixogesug,Pentest,239,8.74
Asemyxeca Ogybuziwi,Cybersec,247,7.12
Igylobaly Ixiv,Pentest,251,5.2
Alol Agy,Teapotting,232,8.41
Emypybehi Axubi,Pwn,246,7.34
Eqydijona Uxu,Cybersec,260,9.89
Yxaz Aquxolow,Reverse,210,4.49
Acok Yvilyqu,Pentest,234,5.87
Ovixuru Afupofeb,Cybersec,248,4.6
Anat Anojeqitan,Cybersec,239,5.49
Iky Exymiqys,Reverse,260,5.56
Ypynecyco Ewax,Cybersec,220,7.96
Ysodexip Iliduxe,Pwn,222,6.85
Edivuhubi Imas,Reverse,225,8.26
Ofud Asepe,Reverse,229,6.73
Ywo Uwycifidaz,Pwn,214,5.65
Olu Edi,Pwn,205,9.36
Ibymyzid Esyzaveve,Reverse,200,8.27
Ydit Ysazicasij,Reverse,227,5.09
Ucukegoj Obac,Teapotting,225,7.55
Anoleg Alep,Reverse,254,7.97
Udahiw Ycod,Forensics,244,8.63
Ateqi Omepo,Reverse,222,7.91
Eha Afe,Pwn,244,9.91
Icasozutyn Ypubof,Cybersec,243,9.06
Ywyb Eli,Forensics,245,6.15
Opuvaxi Aca,Reverse,203,4.16
Asy Akybege,Reverse,251,5.96
Umys Udavebopik,Forensics,256,8.21
Axi Ugohixi,Pentest,227,4.11
Erolu Atohewi,Reverse,260,8.92
Ybexajikon Oqodukid,Cybersec,216,8.22
Ozaq Akyqabipe,Forensics,229,7.12
Uruna Ynaxad,Pentest,205,4.48
Uxygujisel Imevowixoj,Forensics,204,5.35
Obo Yrak,Forensics,221,8.87
Icoxezuci Ylijyre,Pwn,234,6.74
Iqozyceg Yfatid,Pentest,210,7.93
Azewu Ymac,Forensics,245,5.24
Ypuxuxobyq Abyla,Reverse,206,5.71
Ekovicuv Oter,Teapotting,204,7.06
Ato Olacoliqa,Teapotting,229,4.28
Uqoroqam Yvywuxeb,Pwn,247,8.72
Ynozesozad Ahulidyhu,Pwn,247,6.66
Ecaver Apicyk,Pentest,233,8.64
Ikihal Emobine,Reverse,202,6.6
Oqevak Ucokaveje,Teapotting,231,8.02
Ecurem Esahefy,Teapotting,207,5.49
Ovuzitik Epuqa,Pwn,228,6.8
Anoge Enaqacyd,Forensics,224,9.91
Igaxidik Amije,Pentest,238,9.95
Ilavukoxex Emamycihi,Cybersec,213,7.42
Ewadu Alyzu,Cybersec,226,5.8
Obatabih Oroz,Pentest,257,6.36
Awozoj Ozujy,Forensics,220,4.67
Avecobyt Edykog,Pentest,203,4.02
Okyvicolo Esyzica,Reverse,259,4.05
Abyx Imyba,Pentest,257,7.54
Aburimudex Ydano,Pwn,249,8.64
Umali Uraximofu,Cybersec,217,6.15
Ogem Ejubigo,Cybersec,259,6.87
Ivyvynefyz Akyv,Teapotting,228,5.27
Eguvi Ycyte,Reverse,233,4.86
Anetox Uzeqoca,Forensics,222,7.55
Ifokytome Ejuxe,Pwn,246,6.52
Ihesylyhy Alezajaq,Cybersec,204,9.17
Alozypupu Opuk,Forensics,254,6.47
Ajila Ywyreca,Reverse,230,9.95
Ycuxeru Ubopyqeqy,Cybersec,221,6.04
Ymixa Ifavu,Reverse,253,6.16
Yqacu Usyqewekob,Pentest,227,5.84
Yzykyzuq Adu,Cybersec,204,4.96
Yhup Elur,Pwn,234,5.01
Omuzukob Ogyjawo,Cybersec,221,4.4
Ovawuba Ozepanit,Pentest,200,7.64
Ebexisizyc Esamyqy,Pentest,217,7.01
Osojoke Onekylan,Forensics,219,7.58
Adafube Ajuqiquc,Cybersec,260,4.8
Eki Ywozerab,Pwn,218,8.26
Ibixoc Yso,Pentest,240,5.02
Awon Ydehacoc,Cybersec,243,8.1
Uqa Exow,Reverse,228,8.5
Icyhyp Obemanuve,Cybersec,228,5.46
Yri Imypimosu,Pwn,224,8.61
Yka Awiqygygik,Pwn,256,7.98
Ukaneby Awixe,Pentest,251,6.17
Ykoh Imyhyhohog,Cybersec,245,6.61
Yxywewefon Ysigofihi,Cybersec,247,4.53
Uga Avirecok,Cybersec,235,5.43
Ygifiwosek Amylo,Cybersec,249,5.09
Ezefot Odybek,Cybersec,212,6.33
Opi Ocarivo,Forensics,252,7.36
Ygetyv Ypuci,Reverse,256,5.47
Ipunedywo Utyzub,Pentest,254,8.42
Yrisemocu Ygatik,Pwn,247,4.99
Ave Epujuj,Reverse,214,9.68
Izyve Idapy,Teapotting,226,5.23
Uzusu Uvidap,Reverse,255,6.8
Avyxani Ofe,Teapotting,218,7.05
Ovequnocos Epileb,Forensics,241,5.45
Oducubaku Exy,Reverse,250,5.97
Emakumuta Ojyv,Reverse,238,8.89
Uca Uca,Teapotting,207,4.49
Ase Uba,Forensics,244,5.37
Aselezej Ytev,Reverse,254,6.84
Etaf Ydukok,Pwn,233,8.4
Epybojoz Ihesugy,Forensics,213,7.19
Enori Irulitysib,Pentest,218,9.03
Agewugase Uvolaci,Teapotting,202,6.77
Ibakidi Uhotu,Reverse,255,9.07
Evedujam Ota,Forensics,243,9.64
Evadeve Ozusesuwo,Teapotting,228,5.21
Ejyrypujub Ihuvakytow,Forensics,210,7.4
Imibi Ozekuv,Cybersec,219,9.68
Apuvijohaq Eqikef,Teapotting,234,7.74
Uruci Ujowykariw,Teapotting,233,9.8
Inynexax Ijugydaj,Reverse,215,9.84
Izidete Eze,Forensics,207,7.92
Eledyb Edavono,Reverse,234,7.46
Umutagur Ejot,Pwn,253,9.45
Egyxy Ysocyke,Teapotting,204,4.75
Asagalo Ido,Reverse,217,7.57
Apilo Uzatehykuk,Pwn,229,5.92
Ebodoh Yvohubira,Teapotting,233,5.47
Ahoveji Ahyx,Pentest,213,8.68
Ogupifavem Ahoq,Teapotting,243,5.54
Aqiqo Uvidi,Reverse,256,4.4
Enizywy Ugazyr,Cybersec,233,7.45
Onytic Omipejisi,Cybersec,226,4.56
Yfofinil Uqibede,Forensics,205,4.9
Ezymiges Ixitycupo,Pwn,253,5.74
Ezegubog Ewimy,Teapotting,237,4.8
Efyzul Yfawek,Pentest,237,4.79
Abadugyk Adiqele,Cybersec,223,5.24
Adacafydar Ufysov,Teapotting,242,4.87
Idulaqal Opaqetidi,Forensics,225,7.61
Okoseqy Ypeduzojym,Pentest,228,9.68
Idujoga Obawyky,Reverse,233,8.8
Onihuvog Ebynalak,Cybersec,222,9.45
Adek Eqy,Cybersec,200,8.98
Ihuzeloki Ekeq,Pentest,250,5.86
Ojowogu Ehi,Cybersec,260,8.4
Exim Ivucihic,Forensics,236,6.77
Iqi Alilyqic,Pwn,251,9.84
Ymizofiky Yxaw,Forensics,244,9.46
Yvena Ovimazazih,Forensics,206,7.3
Amybodoh Iwaxuqy,Forensics,229,8.57
Ahu Asymynop,Forensics,248,5.74
Eqygaz Ipofice,Teapotting,251,8.57
Aveqyki Ohix,Pentest,219,9.82
Itoda Eperori,Pwn,210,6.05
Eluti Epejolozo,Cybersec,200,6.1
Eso Yluzonat,Cybersec,249,4.92
Yzufy Ivefex,Teapotting,246,6.81
Unizup Ibiguqyx,Pentest,210,5.46
Edecocab Iryb,Forensics,242,4.1
Yqopibuxap Arozuneruw,Cybersec,254,9.95
Eryza Unomixoced,Cybersec,242,4.56
Ugi Ituso,Cybersec,219,4.16
Ehemypy Ucusacy,Reverse,225,6.08
Ipuvatecim Osobuximav,Pwn,229,6.12
Unyjaziz Axobypat,Reverse,247,5.93
Ykenufuxuz Olysikev,Pwn,248,4.88
Yduv Umivi,Forensics,243,6.64
Udapyjyzek Ecire,Pentest,226,8.59
Ozimyhe Asexehi,Pwn,214,6.25
Akuface Aselo,Pwn,207,4.19
Ihe Uqy,Pwn,215,6.11
Isah Otobib,Cybersec,224,4.46
Ivaqo Ozac,Teapotting,234,9.4
Igicilo Iqytifotim,Pentest,219,4.95
Ezucu Akicuv,Reverse,214,8.27
Ocequqev Edogenaci,Teapotting,234,5.08
Epezip Ywop,Reverse,234,5.18
Inybyvumac Igurojig,Cybersec,236,8.34
Isyjibih Awatuv,Pentest,229,7.31
Ixitugu Ade,Pwn,259,5.55
Ugykocem Inywim,Reverse,209,6.61
Aqaniw Osupi,Cybersec,211,4.22
Akidyq Ylyxy,Teapotting,206,9.17
Evidujin Ajyxuqyva,Pentest,214,9.85
Iwusyle Ofefaxoxuh,Pentest,223,7.61
Opucyneq Abo,Reverse,227,8.21
Ulycahoh Oquzyjo,Pentest,245,6.15
Ytocek Onywozoc,Teapotting,247,6.57
Uzisuculob Ibyw,Cybersec,200,5.56
Agyroxilyr Igabuqex,Forensics,232,6.3
Ogyqibac Orucevikuq,Pwn,203,6.02
Odure Ikipi,Reverse,256,8.05
Avebena Ica,Reverse,231,6.6
Educituwe Inysepup,Teapotting,215,7.64
Umifyhy Uny,Pwn,220,7.52
Axejumut Iwijelyli,Reverse,239,4.47
Afutosot Upefycetaj,Cybersec,250,5.55
Iqaxu Imenazoni,Teapotting,221,9.61
Umyqebep Awe,Cybersec,223,6.82
Ezokog Atyjet,Pwn,229,5.15
Ebovelyq Awidydebow,Cybersec,216,7.55
Ukog Asusyh,Teapotting,255,6.34
Oci Evufimi,Pentest,217,8.89
Avaz Egov,Pwn,229,4.31
Esamibe Uga,Reverse,225,4.21
Yka Egexo,Reverse,226,8.04
Ekilenuvu Eleqyla,Pwn,243,5.01
Iri Eveqobys,Teapotting,246,9.0
Afi Yrovabogo,Pwn,204,8.65
Ulamivape Anejehiz,Forensics,258,8.41
Iniguvegew Any,Teapotting,200,9.21
Ovavohyta Imydemygi,Forensics,213,5.39
Ecep Yrisysys,Forensics,238,8.79
Ywibicituf Ajuxekaw,Teapotting,246,9.53
Ucavizi Yxe,Pentest,243,6.8
Idysalymy Ywyzizexe,Cybersec,219,5.33
Orowihi Yqezeka,Pwn,203,6.36
Atakinon Evaq,Forensics,212,8.9
Umujaq Imoza,Pwn,213,9.47
Egufihypi Uduky,Teapotting,255,4.39
Ysacav Ahozyju,Pwn,245,9.7
Ujivato Ihury,Teapotting,242,4.4
Uhazyqef Ony,Reverse,217,8.19
Ocokavyha Atoput,Pentest,237,8.07
Enoxut Epof,Forensics,213,5.96
Olevaquh Apalipyc,Pwn,221,5.31
Uby Efod,Teapotting,260,8.87
Iza Ejem,Cybersec,213,7.15
Ozinip Iwyrehy,Reverse,231,9.11
Ypifiqa Asamafyqet,Forensics,214,4.51
Ovogelataz Usuhyga,Reverse,219,5.28
Inaj Ebywuzy,Pwn,210,9.54
Idyter Uqiqu,Pwn,236,8.65
Ujicy Agejukodaf,Teapotting,233,5.18
Ebakusugu Yra,Teapotting,235,5.84
Ebymyny Ujim,Pentest,225,4.3
Ucagezon Ywexatup,Reverse,226,4.7
Ifatic Ihyw,Cybersec,211,7.92
Osubetygud Eguf,Pwn,204,4.88
Ekejuv Edew,Reverse,214,5.92
Onun Obehon,Cybersec,252,5.53
Ydiquma Uxaxi,Pentest,203,6.65
Unyni Okujobu,Teapotting,236,9.5
Ujoqicybuq Ydig,Cybersec,221,4.75
Acika Yzuwasowe,Cybersec,237,7.78
Okypy Otyx,Forensics,239,4.07
Irohyqyn Eli,Pentest,252,7.53
Urafy Efufuqesu,Forensics,222,9.35
Irizolyn Oqunetalyz,Cybersec,217,4.95
Eqawame Ysahed,Pentest,223,9.72
Ykexe Oqoniji,Pwn,234,5.21
Ady Ihaz,Reverse,222,9.01
Ajegi Apihecumov,Teapotting,240,7.5
Upohum Uvarumexun,Reverse,231,4.25
Ahiwibuqof Ofycuwyge,Cybersec,251,6.07
Agoqe Upucewipe,Reverse,248,8.68
Adequcin Ycaxuve,Pwn,214,5.25
Isib Obofuw,Teapotting,240,5.74
Uqaruzaco Uzu,Cybersec,230,7.75
Oraxifa Anojos,Pwn,214,9.76
Omek Iden,Teapotting,232,6.89
Aba Owy,Teapotting,238,7.92
Evykixuguz Oxyw,Pentest,234,4.33
Ulywa Ebybivev,Reverse,231,8.21
Afelewe Agupivorob,Pentest,202,7.32
Ojyty Oso,Teapotting,243,6.79
Uwumazol Akeru,Teapotting,225,5.88
Yzegid Ugewojim,Teapotting,205,7.28
Aty Axyvyqiqa,Reverse,252,5.94
Agexumyg Apap,Reverse,215,5.28
Ygica Apijy,Forensics,205,9.25
Iqas Uso,Cybersec,200,6.82
Yxile Ocecalaceg,Reverse,231,4.78
Oloto Ovezyzoc,Pentest,212,6.23
Ozesisu Enalo,Cybersec,231,4.93
Ecysusagi Ycetunu,Teapotting,215,6.81
Ajaxyrime Usek,Teapotting,250,6.55
Ylena Iwo,Teapotting,206,4.84
Oratisinu Opoqoj,Pwn,201,7.92
Ino Aricaman,Pentest,225,7.26
Uvecaryz Ubava,Pentest,245,4.8
Imivydedu Inofi,Reverse,209,6.34
Awi Ovucogamoh,Teapotting,233,6.39
Ify Ehuxag,Pentest,237,4.42
Ecyqak Uris,Cybersec,260,4.07
Upysiso Iri,Reverse,260,4.33
Yfytamu Yfaj,Reverse,226,4.68
Umowefova Ejojip,Pentest,202,5.18
Arejuhu Akylawunuc,Forensics,252,7.28
Usikoqapu Afuj,Teapotting,214,6.56
Oqak Erezewe,Pentest,258,4.19
Adez Ysyqofo,Cybersec,248,9.36
Iwe Igary,Reverse,245,8.43
Aqiri Ozuzilys,Pentest,229,5.76
Esazib Aritufa,Cybersec,219,8.49
Ybawa Elemusaf,Reverse,249,9.16
Ohuxoxasy Itor,Reverse,214,4.07
Ovawehoh Exodopuzo,Teapotting,216,5.57
Izyr Amilorihy,Cybersec,206,5.45
Erahoqary Ikavi,Pwn,258,6.53
Ivujuqatu Abowa,Teapotting,213,4.53
Adazyb Eve,Pentest,241,8.37
Ibyfac Itixoxiwu,Forensics,244,4.03
Ywer Aqigafoky,Teapotting,202,4.6
Azalyfo Ezihidixux,Cybersec,227,6.0
Ine Amotos,Teapotting,210,8.86
Ujixojyh Ojekol,Cybersec,222,7.1
Ipu Enicomym,Pwn,225,8.19
Yliquc Uhan,Pwn,206,7.92
Ipoxyvezir Ywehaqeb,Forensics,212,4.84
Eqizuw Adufoheb,Pentest,234,6.54
Azaceq Ifego,Reverse,215,9.7
Ovubo Eciny,Cybersec,206,9.79
Akage Uxavepejeh,Pentest,257,7.22
Etewoceqir Ojegexa,Teapotting,252,5.71
Eforar Exer,Pwn,254,6.87
Yceqo Ovy,Pentest,260,9.68
Uvupanyco Oluwig,Cybersec,228,9.72
Yfo Iby,Pwn,232,5.91
Akusakum Esyj,Reverse,234,9.21
Uqo Obyvubezy,Pwn,239,8.65
Anudikar Ywar,Reverse,202,9.21
Okup Uvemiwuga,Pentest,253,4.82
Oza Ybaha,Forensics,254,7.84
Etaly Ydedefyxa,Forensics,232,7.4
Icykyg Isyturu,Pwn,247,7.34
Ybuqa Ucusolaf,Reverse,227,8.39
Era Otakejagyv,Forensics,229,8.07
Arype Usalule,Teapotting,249,6.27
Ewebymufob Atebynodyh,Teapotting,253,6.36
Osadifyned Ylit,Teapotting,239,8.98
Epezyze Ipukyzupo,Reverse,256,9.21
Ijiqexo Olehygoqo,Cybersec,218,6.4
Irymygora Ede,Pwn,202,4.09
Ukyzekec Epe,Cybersec,213,6.07
